Minute,FT_Percentage,Baseline,Difference,Attempts,FT_Trend,Difference_Trend,Regression_Line
0.0,63.63636363636363,60.280174771404745,3.356188864958888,77,67.17843324267676,8.44305300174153,61.89334833378363
1.0,58.69565217391305,61.138778424229564,-2.443126250316517,92,66.52829586242848,7.529759945715407,61.893232362299
2.0,62.03703703703704,60.06684848474499,1.9701885522920506,108,65.87815848218018,6.616466889689283,61.89331079338453
3.0,62.22222222222222,59.91773333290614,2.304488889316083,90,65.2280211019319,5.703173833663159,61.89331514016759
4.0,60.9375,61.50797230250653,-0.5704723025065306,64,64.5778837216836,4.789880777637036,61.89328498436015
5.0,59.01639344262295,59.08032833647676,-0.06393489385381201,61,63.92774634143532,3.8765877216109113,61.89323989093965
6.0,57.14285714285714,61.602250464600466,-4.4593933217433275,35,63.277608961187035,2.9632946655847876,61.893195914118124
7.0,57.692307692307686,59.284978236162104,-1.5926705438544175,26,62.627471580938746,2.050001609558664,61.893208811166744
8.0,53.333333333333336,61.31040278665739,-7.977069453324056,15,61.977334200690464,1.1367085535325403,61.893106494581026
9.0,66.66666666666666,56.14483472829421,10.52183193837245,6,61.327196820442175,0.22341549750641576,61.893419462960864
10.0,57.14285714285714,59.486606756358974,-2.343749613501835,7,60.67705944019389,-0.6898775585197079,61.893195914118124
11.0,33.33333333333333,54.700990677698286,-21.367657344364957,3,60.0269220599456,-1.6031706145458315,61.892637042011266
12.0,57.14285714285714,56.92257381899531,0.22028332386182825,7,59.376784679697316,-2.516463670571955,61.893195914118124
13.0,33.33333333333333,62.79302384339297,-29.459690510059644,3,58.72664729944903,-3.429756726598079,61.892637042011266
14.0,75.0,62.95530744131505,12.04469255868495,8,58.07650991920074,-4.3430497826242025,61.893615068198265
15.0,66.66666666666666,63.52820265358852,3.138464013078135,9,57.42637253895245,-5.256342838650326,61.893419462960864
16.0,50.0,66.0493827160494,-16.049382716049394,2,56.77623515870417,-6.16963589467645,61.89302825248607
17.0,66.66666666666666,68.32145017573606,-1.6547835090694036,3,56.12609777845588,-7.0829289507025734,61.893419462960864
18.0,75.0,60.84724005134788,14.152759948652118,4,55.47596039820759,-7.996222006728699,61.893615068198265
19.0,100.0,66.0493827160494,33.950617283950606,2,54.8258230179593,-8.909515062754823,61.89420188391046
20.0,50.0,66.0493827160494,-16.049382716049394,2,54.17568563771101,-9.822808118780946,61.89302825248607
21.0,100.0,66.0493827160494,33.950617283950606,1,53.52554825746273,-10.73610117480707,61.89420188391046
45.0,0.0,69.4574839055794,-69.4574839055794,2,37.922251131503835,-32.655134519434036,61.89185462106167
