Minute,FT_Percentage,Baseline,Difference,Attempts,FT_Trend,Difference_Trend,Regression_Line
0.0,88.73239436619718,87.82300398237638,0.9093903838208064,71,90.72520609265331,3.2571461961918144,86.66362529025103
1.0,88.37209302325581,87.29158792974252,1.0805050935132954,129,90.54573110449182,3.112844969486226,86.66150794108995
2.0,86.01036269430051,87.33347178638586,-1.323109092085346,193,90.36625611633033,2.968543742780638,86.6476289816337
3.0,86.20689655172413,87.53545394313508,-1.3285573914109534,145,90.18678112816883,2.8242425160750493,86.6487839337489
4.0,87.09677419354838,88.1166074232107,-1.0198332296623107,186,90.00730614000734,2.679941289369461,86.65401339435263
5.0,86.44859813084112,87.86896620362538,-1.4203680727842567,214,89.82783115184586,2.5356400626638727,86.65020431878438
6.0,92.81045751633987,88.28277646626226,4.527681050077604,153,89.64835616368437,2.391338835958284,86.6875904620689
7.0,87.76978417266187,87.84001024419327,-0.07022607153139404,139,89.46888117552287,2.247037609252696,86.65796840907181
8.0,88.23529411764706,87.52391266800639,0.711381449640669,170,89.28940618736138,2.102736382547108,86.66070402777211
9.0,88.23529411764706,87.10553957457095,1.1297545430761033,153,89.10993119919989,1.9584351558415194,86.66070402777211
10.0,86.95652173913044,87.45587620965486,-0.4993544705244233,138,88.9304562110384,1.814133929135931,86.65318918588791
11.0,88.32116788321169,87.88623041553869,0.4349374676729951,137,88.75098122287692,1.6698327024303428,86.66120867408841
12.0,80.0,86.28488876689256,-6.284888766892564,50,88.57150623471541,1.5255314757247542,86.61230844603789
13.0,91.95402298850574,86.75537153482773,5.198651453678011,87,88.39203124655393,1.381230249019166,86.68255753348133
14.0,83.63636363636363,86.43735621719243,-2.8009925808288045,55,88.21255625839244,1.2369290223135776,86.63367792368676
15.0,97.05882352941177,86.87452122667867,10.184302302733101,34,88.03308127023095,1.0926277956079895,86.71255643677307
16.0,86.48648648648648,86.89078344576689,-0.4042969592804013,37,87.85360628206945,0.948326568902401,86.65042697373588
17.0,95.0,87.03833530743157,7.961664692568434,40,87.67413129390796,0.8040253421968124,86.70045754133952
18.0,81.48148148148148,87.95194806928514,-6.4704665878036565,27,87.49465630574647,0.6597241154912243,86.62101452952446
19.0,80.0,87.28150785911495,-7.281507859114953,20,87.31518131758499,0.5154228887856358,86.61230844603789
20.0,92.0,85.7666640376229,6.233335962377097,25,87.1357063294235,0.3711216620800477,86.68282772227919
21.0,92.85714285714286,86.5011521285385,6.355990728604368,28,86.956231341262,0.22682043537445917,86.68786481343928
22.0,94.73684210526315,87.09815753628381,7.638684568979343,19,86.77675635310051,0.08251920866887108,86.69891106598334
23.0,100.0,84.30977013150438,15.69022986849562,6,86.59728136493902,-0.061782018036717457,86.72984057310673
24.0,75.0,85.43397476673168,-10.43397476673168,12,86.41780637677753,-0.206083244742306,86.58292541427066
25.0,100.0,84.52953755680299,15.470462443197007,3,86.23833138861605,-0.3503844714478941,86.72984057310673
26.0,100.0,85.73250823656385,14.267491763436155,14,86.05885640045454,-0.4946856981534826,86.72984057310673
27.0,90.9090909090909,85.71950276162875,5.18958814746216,11,85.87938141229306,-0.6389869248590707,86.67641687898453
28.0,100.0,86.44111642475599,13.55888357524401,3,85.69990642413157,-0.7832881515646593,86.72984057310673
29.0,91.66666666666666,85.62757951820736,6.039087148459302,12,85.52043143597008,-0.9275893782702473,86.6808688534947
30.0,87.5,86.95330608431595,0.5466939156840454,8,85.34095644780858,-1.0718906049758354,86.6563829936887
31.0,90.9090909090909,86.57309662197719,4.335994287113721,11,85.16148145964709,-1.2161918316814244,86.67641687898453
32.0,71.42857142857143,85.68094187259014,-14.252370444018709,7,84.9820064714856,-1.3604930583870125,86.56193753443695
33.0,87.5,86.59704439556594,0.9029556044340552,8,84.80253148332412,-1.5047942850926006,86.6563829936887
34.0,75.0,87.42184405590449,-12.421844055904486,8,84.62305649516263,-1.6490955117981896,86.58292541427066
35.0,83.33333333333334,85.98672033894563,-2.653387005612288,6,84.44358150700113,-1.7933967385037777,86.63189713388269
37.0,100.0,88.13868613138686,11.861313868613138,2,84.08463153067815,-2.081999191914954,86.72984057310673
38.0,75.0,83.43748664701107,-8.43748664701107,4,83.90515654251666,-2.226300418620543,86.58292541427066
39.0,50.0,88.13868613138686,-38.13868613138686,2,83.72568155435516,-2.370601645326131,86.43601025543461
40.0,50.0,83.82899628252788,-33.82899628252788,2,83.54620656619367,-2.514902872031719,86.43601025543461
41.0,100.0,83.82899628252788,16.171003717472118,2,83.36673157803219,-2.659204098737308,86.72984057310673
42.0,100.0,85.98815990493974,14.011840095060265,4,83.1872565898707,-2.803505325442896,86.72984057310673
43.0,75.0,86.52255243806474,-11.522552438064736,8,83.00778160170921,-2.947806552148484,86.58292541427066
44.0,77.77777777777779,87.18289669741037,-9.405118919632585,9,82.82830661354771,-3.0921077788540723,86.59924932080801
45.0,100.0,88.13868613138686,11.861313868613138,2,82.64883162538622,-3.2364090055596613,86.72984057310673
46.0,66.66666666666666,86.44111642475599,-19.774449758089332,3,82.46935663722473,-3.3807102322652494,86.53395369465865
47.0,90.0,86.99173881061506,3.008261189384939,10,82.28988164906325,-3.5250114589708375,86.6710745095723
