Minute,Minute_Average_FT%,Season_Average_FT%,Difference
0,74.07407407407408,75.19498558566866,-1.120911511594585
1,75.5980861244019,75.94828639084002,-0.3502002664381223
2,75.9090909090909,76.1455239937413,-0.23643308465040036
3,74.72353870458136,75.70701861233744,-0.9834799077560774
4,76.2135922330097,76.16775263279055,0.045839600219153454
5,77.60252365930599,75.75410808142927,1.8484155778767217
6,76.57841140529531,75.62934544654098,0.949065958754332
7,76.53846153846153,77.04851981870698,-0.5100582802454454
8,75.17899761336515,76.72058785290892,-1.5415902395437655
9,80.45325779036827,77.75011908552267,2.7031387048455997
10,80.91286307053942,78.72200079993358,2.190862270605834
11,80.0,77.79913776694713,2.2008622330528738
12,81.74603174603175,78.22317533382989,3.522856412201861
13,77.5,78.61798561836565,-1.1179856183656511
14,80.28169014084507,78.25983717228479,2.0218529685602817
15,82.35294117647058,80.0811203466344,2.271820829836173
16,86.95652173913044,76.2274313186978,10.729090420432641
17,70.83333333333334,77.44471418152307,-6.611380848189725
18,64.28571428571429,78.3231014165472,-14.037387130832911
19,57.89473684210527,84.27682349259146,-26.382086650486194
20,88.88888888888889,81.18830881338539,7.700580075503495
21,100.0,77.05043700806414,22.949562991935863
22,80.0,82.97974109762372,-2.979741097623716
23,100.0,82.51704488282209,17.48295511717791
25,75.0,82.30744764141711,-7.307447641417113
26,100.0,81.40625,18.59375
27,72.72727272727273,79.50778764444253,-6.780514917169796
28,100.0,83.46055979643766,16.539440203562336
29,100.0,81.40625,18.59375
30,33.33333333333333,82.77578986429178,-49.44245653095845
31,100.0,83.46055979643766,16.539440203562336
32,100.0,82.54353291026703,17.456467089732968
34,50.0,81.40625,-31.40625
37,100.0,83.46055979643766,16.539440203562336
43,100.0,83.46055979643766,16.539440203562336
51,100.0,83.46055979643766,16.539440203562336
