Minute_FT%,Yearly_FT%,Regression_Predicted
71.75324675324676,74.51145320505594,76.24152311148933
73.55233853006682,75.22689879752348,76.62100380198243
76.43884892086331,75.33595636777193,77.22985265023355
76.73068334077713,76.41458591436337,77.29140900250276
76.97841726618705,76.58569724530821,77.34366328006901
77.09320695102686,76.79761235904394,77.36787575740104
77.9623477297896,77.93892256575988,77.55120278224219
76.96774193548387,77.23613889030483,77.34141154287657
79.84251968503938,77.8382714434369,77.94778563644492
76.68112798264643,77.58806253187636,77.28095633868462
83.4920634920635,79.28025640730493,78.71758038606143
76.16926503340757,79.30805192153822,77.17298958128087
77.51937984496125,78.02641468419858,77.45776799421928
77.67857142857143,77.30793380456505,77.49134612116501
78.48605577689243,78.24019315806535,77.66166801469556
75.24752475247524,78.48233072029673,76.97856779426023
82.97872340425532,78.53350908366696,78.60930205724624
77.7027027027027,80.1267999637758,77.49643610750579
89.47368421052632,80.83862418422484,79.97927786573212
76.11940298507463,80.74854708422758,77.16247222759466
62.5,78.69247437350002,74.28974471281771
75.0,82.41220512616988,76.92635763733902
100.0,89.9495039077101,82.19958348638164
87.5,83.51377725424982,79.56297056186034
100.0,80.71077447833066,82.19958348638164
80.0,81.72037402893149,77.98100280714755
81.81818181818183,79.82980207940439,78.36451014162337
85.71428571428571,77.89127493102504,79.186311572643
80.0,76.25992063492063,77.98100280714755
87.5,86.17401449507916,79.56297056186034
40.0,70.33953453461334,69.54384144867933
70.0,71.23389486662656,75.8717124675305
71.42857142857143,73.5997332253334,76.17303965890436
100.0,78.16666011247001,82.19958348638164
66.66666666666666,65.79426708848625,75.16861568765813
50.0,74.68818313484283,71.65313178829639
80.0,79.3001098953605,77.98100280714755
83.33333333333334,80.25880929106735,78.6840995870199
57.14285714285714,71.04144295205536,73.15976774516571
50.0,60.0,71.65313178829639
90.9090909090909,73.6206757064153,80.28204681400251
80.0,70.69701111628251,77.98100280714755
33.33333333333333,78.4242273293135,68.13764788893464
70.0,75.69238299000828,75.8717124675305
57.14285714285714,70.89898500733645,73.15976774516571
75.0,76.36829276224812,76.92635763733902
