Minute,Minute_Average_FT%,Season_Average_FT%,Difference
0,70.48780487804878,74.46562578831757,-3.9778209102687896
1,73.62995116657623,75.82540293070237,-2.1954517641261333
2,77.47572815533981,76.56184045961074,0.9138876957290734
3,77.1090047393365,77.12737377935453,-0.018369040018029636
4,76.52468538238142,77.1425797892912,-0.6178944069097838
5,76.76419965576592,76.56607583723338,0.1981238185325367
6,78.51897184822522,77.50594505905666,1.0130267891685634
7,79.42779291553134,78.47905887404858,0.9487340414827656
8,81.008100810081,79.6392459557951,1.3688548542858996
9,80.29020556227327,79.61170889677406,0.6784966654992104
10,79.3296089385475,79.73902702938638,-0.4094180908388836
11,78.17796610169492,80.74813783169006,-2.5701717299951383
12,81.13207547169812,80.10088120216194,1.0311942695361722
13,82.90598290598291,81.1733001784523,1.7326827275306158
14,79.07949790794979,80.34418607726427,-1.264688169314482
15,82.14285714285714,79.1726582153498,2.97019892750734
16,76.33136094674556,79.50723493006868,-3.1758739833231147
17,79.51807228915662,79.6992080657428,-0.1811357765861743
18,74.02597402597402,78.76592916194289,-4.73995513596887
19,80.0,81.62896972602023,-1.6289697260202303
20,89.65517241379311,81.93366296861947,7.721509445173638
21,93.33333333333333,80.21015292466582,13.123180408667508
22,81.81818181818183,79.6714737559642,2.146708062217627
23,100.0,84.80262375292116,15.197376247078836
24,33.33333333333333,74.11299226584909,-40.77965893251576
25,83.33333333333334,78.44199007515734,4.891343258176008
26,63.63636363636363,81.99554695579462,-18.35918331943099
27,75.0,77.70653019872569,-2.7065301987256873
28,85.71428571428571,90.06869251368029,-4.354406799394582
29,50.0,80.54007063298017,-30.540070632980175
30,84.61538461538461,79.28753617888718,5.327848436497433
31,90.0,84.75592084682994,5.244079153170063
32,80.0,76.97171370238658,3.0282862976134197
33,85.71428571428571,76.68534561309978,9.028940101185924
34,50.0,90.95354523227384,-40.95354523227384
35,0.0,47.10562127080498,-47.10562127080498
36,50.0,67.96092962634597,-17.960929626345973
38,37.5,62.109334039152074,-24.609334039152074
39,36.36363636363637,66.14120876698212,-29.77757240334575
40,100.0,64.46548141306857,35.534518586931426
41,50.0,69.40567860812705,-19.405678608127047
42,88.88888888888889,84.64356829948228,4.245320589406603
43,75.0,61.93982074263765,13.06017925736235
44,71.42857142857143,73.76381426109047,-2.335242832519043
45,100.0,79.07859527454143,20.921404725458572
46,70.0,74.76773343533512,-4.767733435335117
47,64.70588235294117,69.99260802015014,-5.2867256672089695
