Minute,Minute_Average_FT%,Season_Average_FT%,Difference
0,71.23893805309734,76.39359545469874,-5.154657401601398
1,74.13793103448276,76.24572112491008,-2.107790090427315
2,68.1967213114754,77.21003834730007,-9.01331703582467
3,80.06756756756756,77.12112919143033,2.9464383761372375
4,77.12177121771218,75.85986456294285,1.2619066547693336
5,78.03738317757009,76.02505035217429,2.012332825395802
6,74.54545454545455,75.69976009357858,-1.1543055481240287
7,71.81208053691275,76.08526508894391,-4.273184552031168
8,77.04918032786885,75.81584716751617,1.2333331603526858
9,76.69902912621359,76.76317426702416,-0.06414514081056666
10,78.26086956521739,76.50559862665536,1.7552709385620346
11,78.08219178082192,78.03977452646905,0.042417254352869804
12,76.92307692307693,79.8445150100951,-2.92143808701816
13,76.92307692307693,78.86432716414318,-1.9412502410662427
14,86.66666666666667,77.96572811769528,8.700938548971394
15,100.0,81.50319708710103,18.49680291289897
16,100.0,87.46110056925995,12.538899430740045
17,100.0,77.8832840394242,22.116715960575803
25,100.0,85.17823639774859,14.821763602251409
28,50.0,55.376344086021504,-5.376344086021504
32,50.0,70.22058823529412,-20.220588235294116
