Minute,Minute_Average_FT%,Season_Average_FT%,Difference
0,70.20946470131885,73.1829645451455,-2.9734998438266445
1,71.75202156334231,73.57528198607218,-1.8232604227298737
2,73.45319936541512,74.1071957763562,-0.6539964109410903
3,74.18181818181819,74.04140640471229,0.14041177710589636
4,73.59173126614988,74.1253764880449,-0.5336452218950285
5,72.59978425026968,74.16319194362627,-1.563407693356595
6,77.22328854766475,74.93212873078781,2.2911598168769416
7,75.50488599348533,75.25975660958112,0.24512938390421368
8,77.29196050775741,75.55706316828402,1.7348973394733918
9,76.12312811980033,75.63085684565603,0.4922712741443007
10,76.54093836246551,75.9780422056372,0.562896156828316
11,77.96762589928058,77.02221659162403,0.9454093076565471
12,75.22441651705566,76.49756870830454,-1.273152191248883
13,76.6859344894027,75.78523891925711,0.9006955701455865
14,76.89161554192229,77.00301283339364,-0.11139729147134858
15,78.15789473684211,77.78446886464353,0.37342587219858103
16,76.94610778443113,76.42251727192743,0.5235905125037021
17,79.16666666666666,77.49902580664019,1.6676408600264665
18,81.60919540229885,77.23926996637002,4.369925435928835
19,81.15942028985508,77.46730713385584,3.6921131559992375
20,77.14285714285715,76.05376018517626,1.0890969576808942
21,76.11940298507463,77.64642036200952,-1.527017376934893
22,81.35593220338984,75.53355839089757,5.822373812492273
23,83.09859154929578,78.75273630626084,4.345855243034933
24,72.88135593220339,75.76969875088182,-2.8883428186784244
25,73.33333333333333,75.65310054401921,-2.3197672106858818
26,72.72727272727273,77.29176193252034,-4.564489205247611
27,76.31578947368422,75.35235247605709,0.9634369976271273
28,75.47169811320755,78.31876932854755,-2.8470712153399944
29,80.76923076923077,76.19281278924974,4.576417979981031
30,73.91304347826086,75.70428862002241,-1.79124514176155
31,79.06976744186046,78.88955098504616,0.18021645681430698
32,77.41935483870968,78.42528676734976,-1.0059319286400807
33,66.66666666666666,80.89955936638829,-14.232892699721631
34,64.70588235294117,80.20070233253118,-15.494819979590005
35,80.55555555555556,78.16269163366366,2.3928639218919017
36,40.0,76.46691953490638,-36.46691953490638
37,55.55555555555556,71.38342591616885,-15.82787036061329
38,84.61538461538461,70.62778316463049,13.987601450754127
39,75.0,77.19438368408868,-2.1943836840886775
40,81.25,81.52174447774206,-0.271744477742061
41,75.0,68.5303500363337,6.469649963666299
42,66.66666666666666,67.95361937193665,-1.2869527052699965
43,60.0,66.5197984839666,-6.519798483966596
44,62.5,73.67677516707037,-11.176775167070375
45,68.18181818181817,68.99447071524366,-0.8126525334254922
46,47.82608695652174,68.3387573100058,-20.51267035348406
47,77.41935483870968,78.52766490410391,-1.1083100653942353
