Minute_FT%,Yearly_FT%,Regression_Predicted
69.5940347970174,72.38579595297564,75.576841282544
72.1875,73.2406343963285,75.96600193086394
74.74132684114426,74.42093343140081,76.34921467189227
72.91904218928164,73.37978063834773,76.0757729940449
73.74495095210617,74.52754491181476,76.19970416891637
76.31742095474272,74.68046716095351,76.58571439679925
75.95593000648087,75.03235587905021,76.53147111964806
75.01725327812284,75.52237171535081,76.39061862478884
77.93538219070135,75.41394351408893,76.82849646413452
76.25772285966461,75.95762569893158,76.5767564399478
77.35263702171665,76.0393934237673,76.74105303612686
78.1021897810219,77.22930782404309,76.85352666308194
76.3385146804836,76.10594460780219,76.58887960139708
74.21150278293135,76.5124844652243,76.26971228498824
76.41129032258065,77.53408221128794,76.59979990062756
71.16402116402116,75.60160436645312,75.81242451371054
79.7583081570997,76.49714011661804,77.10203437399619
73.4006734006734,78.26499549426626,76.14804383626047
73.59550561797754,76.74196858552097,76.1772792514542
72.7810650887574,77.91970949705909,76.05506893453735
79.48717948717949,76.68361451665541,77.06135034675614
82.90598290598291,79.66173240680024,77.5743565569069
82.79569892473118,76.46995942270924,77.55780796948268
79.7752808988764,77.09109505737521,77.10458120716211
62.0,79.02233511506407,74.437323581835
75.0,78.60833720173056,76.38802969593327
72.3076923076923,77.2858941949229,75.98403730543954
83.60655737704919,78.01992649905434,77.67948078029845
80.76923076923077,75.55772875720372,77.25372767556267
78.37837837837837,77.91085517478422,76.89496995427481
69.56521739130434,77.19651194261388,75.57251710642731
73.68421052631578,77.39762210919612,76.19058980584235
82.75862068965517,76.58548942875046,77.55224422026248
87.17948717948718,76.87552168468936,78.21561431959535
80.0,76.2140537125412,77.13830127827876
82.5,77.33870944714101,77.5134370694515
68.42105263157895,78.7847632622166,75.40083024547869
70.58823529411765,77.13708314670205,75.7260253585696
89.47368421052632,78.11982630407803,78.55986848693337
65.51724137931035,75.1325970534785,74.96510083286424
66.66666666666666,76.22829323874792,75.1375770586908
88.0,72.77643965432338,78.33873581003154
75.0,78.06751414047018,76.38802969593327
76.47058823529412,75.37069812392228,76.60869780838783
73.91304347826086,76.40385150630027,76.22492717803208
84.21052631578947,75.35558967407364,77.77010892656969
67.85714285714286,74.65702357659794,75.31621314972543
83.07692307692308,77.69217942847844,77.60000686741444
100.0,85.03184713375796,80.13938760766071
100.0,81.65548098434004,80.13938760766071
100.0,82.66040981487919,80.13938760766071
