Minute_FT%,Yearly_FT%,Regression_Predicted
70.9470304975923,72.0750523902076,73.99808986566279
72.40022484541878,74.52002500046788,74.2535099204346
74.46498054474708,75.07009195167109,74.6164207827027
74.7299201503053,73.58397136932207,74.66298777400989
75.84128578603718,74.69363973835063,74.85832645804395
76.14410905550146,75.86024895714426,74.91155205459849
73.38530066815144,75.24169846196173,74.42665133195543
77.02782711663706,76.11842722995104,75.06687836447279
76.44900953778429,76.67723284917153,74.96514275153528
77.24820143884892,77.54270785322745,75.10561235867931
78.3695652173913,77.59991381077832,75.30270836181393
77.20403022670025,78.38888962744815,75.09784862532649
79.33673469387756,79.30160091252993,75.47270247239331
75.80246913580247,76.2558559965997,74.85150386687172
76.41509433962264,77.63893455302329,74.95918166189506
71.42857142857143,76.0341327420924,74.08272769208259
78.06451612903226,76.25591031734196,75.24909154519659
77.85714285714286,77.10632909389808,75.21264267478678
76.82119205298014,78.60731981721983,75.03055924490289
80.48780487804879,80.22501912306484,75.67501980863051
65.11627906976744,78.23263016094067,72.97325044808362
74.28571428571429,79.02183622186601,74.58491212884
79.16666666666666,79.36695844554909,75.44281054163393
82.75862068965517,79.52672223961973,76.0741487343965
75.0,70.35702615642057,74.71045823802936
86.66666666666667,76.96979171485054,76.76104468812217
78.57142857142857,72.50430824948585,75.33818878397614
89.47368421052632,75.66837175524549,77.25441887160315
86.95652173913044,66.01577478263626,76.81199093532945
66.66666666666666,70.44823438464819,73.2457536308202
78.57142857142857,82.0492180010965,75.33818878397614
78.57142857142857,81.14015460738081,75.33818878397614
87.5,75.12902763079545,76.90751514884309
100.0,66.43393193356232,79.10457205965682
85.71428571428571,70.8433719099033,76.5936498758697
100.0,86.04651162790698,79.10457205965682
85.71428571428571,76.46968162910056,76.5936498758697
84.61538461538461,70.24945873305418,76.40050201557838
63.1578947368421,73.621370556437,72.62903590146898
75.0,74.3032635034074,74.71045823802936
64.28571428571429,73.73947064499573,72.82726660018902
92.3076923076923,75.86575107391906,77.7525370376176
50.0,70.7882365929322,70.3163444164019
40.0,59.19810448221572,68.55869888775091
80.0,72.91334928973959,75.58928100235485
66.66666666666666,66.07035124762514,73.2457536308202
69.23076923076923,76.30534929306336,73.69643197149995
70.0,71.45915771622386,73.83163547370387
