Minute_FT%,Yearly_FT%,Regression_Predicted
71.69089517980107,75.18657281186762,76.09970708531513
73.92875580795044,75.91600707217721,76.14710562906347
73.71428571428571,75.76959157838607,76.14256308964461
76.84162062615101,76.0370729870316,76.20880095931854
76.94394213381554,76.94168229608799,76.21096815882883
78.08802650260293,77.14984447116353,76.23520020095141
77.53396029258099,77.35241144681062,76.22346491629388
80.0370828182942,77.77316966157261,76.27648178474855
78.74639769452449,78.70125948540372,76.24914469568463
78.62001943634597,78.66399818068996,76.24646796715035
80.12269938650307,79.98005987462122,76.278295168747
83.51206434316354,80.89419033020931,76.35008291153873
85.6140350877193,79.01975157513857,76.39460326773981
80.41543026706232,80.13200947815733,76.28449529456097
81.93146417445483,78.50489160173795,76.31660533688427
77.39938080495357,79.3961110427582,76.22061448331709
82.97872340425532,80.14509834876682,76.33878659419545
83.13253012048193,80.1582875367904,76.34204426550713
78.62595419847328,79.71621810105529,76.24659366715098
84.52380952380952,80.07744112242528,76.37151197088399
81.57894736842105,76.05197885071742,76.30913892765277
69.56521739130434,75.41009518933458,76.05468460697776
66.66666666666666,76.0141926045681,75.99329245341806
81.81818181818183,78.6395454783028,76.31420598338916
83.33333333333334,72.10510082962061,76.34629733638626
70.58823529411765,75.73176595533407,76.07635242588117
82.35294117647058,78.8125065454035,76.32553234327048
69.23076923076923,81.12871187202668,76.04760089695164
85.71428571428571,80.71209708348415,76.39672660538172
63.1578947368421,81.7805739352683,75.91897563595107
100.0,75.1223046416186,76.69930221935446
60.0,82.85763218252052,75.85209050023079
88.88888888888889,83.95740062406729,76.463965630709
100.0,67.37455197132617,76.69930221935446
50.0,60.36036036036036,75.64028757044987
83.33333333333334,74.01352747057719,76.34629733638626
66.66666666666666,77.63157894736842,75.99329245341806
56.25,69.28603784202475,75.77266440156295
100.0,68.09246340726772,76.69930221935446
78.94736842105263,78.33953016319133,76.25340131455252
81.25,69.10409772352166,76.30217172601523
62.5,82.18033998521803,75.90504123267601
50.0,84.04255319148936,75.64028757044987
66.66666666666666,64.76190476190477,75.99329245341806
78.57142857142857,64.69050267065651,76.24543879839536
72.72727272727273,65.97971081549781,76.1216578654065
56.25,72.14655037440906,75.77266440156295
84.61538461538461,73.89697165430354,76.37345155815305
