Minute,Minute_Average_FT%,Season_Average_FT%,Difference
0,72.8643216080402,74.86095493171877,-1.9966333236785658
1,73.3969263381028,75.28786937450785,-1.890943036405048
2,76.76717745921898,75.49974154308474,1.2674359161342466
3,74.08350305498982,76.0149933362137,-1.931490281223887
4,76.38821825205216,76.52077303621043,-0.13255478415827326
5,76.42357642357642,77.13439106965772,-0.7108146460813032
6,78.22299651567944,76.60616198706866,1.6168345286107808
7,77.9375,76.96064468704911,0.9768553129508888
8,78.6479250334672,77.7059099425076,0.9420150909596003
9,79.54729183508489,77.76808778874778,1.7792040463371137
10,76.8046198267565,78.2898710224287,-1.4852511956722054
11,77.61467889908256,78.27464721536458,-0.6599683162820185
12,77.02448210922788,77.98250278674682,-0.9580206775189453
13,78.34890965732087,78.54042729235579,-0.19151763503491281
14,78.32618025751073,77.92190863590967,0.4042716216010547
15,73.57142857142858,77.6299016299698,-4.05847305854121
16,77.48538011695906,78.94531745042165,-1.459937333462591
17,76.64233576642336,77.25582658666589,-0.6134908202425322
18,78.2258064516129,77.95203670162279,0.27376974999010883
19,82.5136612021858,80.3022798430224,2.211381359163397
20,70.49180327868852,79.84150073184476,-9.349697453156239
21,78.94736842105263,77.92580740856495,1.0215610124876804
22,73.03370786516854,80.220557682276,-7.186849817107458
23,75.53191489361703,79.17144617090233,-3.6395312772853003
24,79.54545454545455,79.7742686839433,-0.2288141384887581
25,76.31578947368422,78.72502266203178,-2.4092331883475566
26,82.45614035087719,81.70487664086943,0.7512637100077626
27,76.0,79.17811734456969,-3.178117344569685
28,69.23076923076923,76.2462944379807,-7.015525207211468
29,84.84848484848484,81.05892970285329,3.789555145631553
30,80.76923076923077,81.0219463661472,-0.2527155969164312
31,84.90566037735849,79.39613804997036,5.509522327388126
32,82.85714285714286,78.79424599631443,4.062896860828431
33,72.72727272727273,80.2470094827741,-7.51973675550137
34,78.57142857142857,78.41373721699793,0.1576913544306393
35,88.88888888888889,77.49311529647537,11.39577359241352
36,63.63636363636363,77.35677277023996,-13.720409133876323
37,62.5,72.79184029911964,-10.291840299119642
38,50.0,75.61084306571357,-25.610843065713567
39,78.26086956521739,75.45312862004056,2.807740945176832
40,80.0,78.8917142722839,1.108285727716094
41,85.71428571428571,75.72418832261351,9.990097391672194
42,50.0,73.45438518037,-23.454385180369997
43,90.9090909090909,70.72958279119811,20.179508117892794
44,69.56521739130434,72.89038725812759,-3.325169866823245
45,81.81818181818183,79.47413581899663,2.344045999185198
46,64.70588235294117,75.82634446943487,-11.120462116493698
47,84.61538461538461,78.35281068645052,6.2625739289340885
50,100.0,80.78602620087337,19.213973799126634
52,0.0,82.58426966292134,-82.58426966292134
