Minute,Difference
0,0.8725295809697542
1,-1.4444808674499114
2,0.6015385771744803
3,1.1120533531125858
4,0.12594007234477544
5,-0.13313702544679984
6,0.08701331266489376
7,-0.5086690078914131
8,1.1918886329069664
9,1.5123511109864722
10,0.3322295495250813
11,0.05769256442016513
12,-0.2052667793286389
13,-1.7274084781954997
14,2.0804484735273263
15,1.5612849426916426
16,-2.8454271950782584
17,1.4850170439089823
18,3.6938349953074976
19,1.3217748183328553
20,3.6777392226715335
21,4.665879173827463
22,-2.0885286783907304
23,-0.4473325922503335
24,6.346293755524002
25,0.9116679208015199
26,-1.1677066403606204
27,-4.4843739707925465
28,-8.99171027603559
29,-6.182235764760378
30,-7.822260017223641
31,-5.9874999337369985
32,-11.382389266538326
33,-0.8513783722127215
34,7.079797740053763
35,0.34882732598745747
36,12.984441733029797
37,-9.646949770190233
38,-3.3405644977930535
39,-11.55403468571729
40,0.3704868646493509
41,18.398428020335047
42,4.115561782660066
43,-20.258273286442304
44,-0.8799882263463559
45,5.884833875227102
46,-7.471559248791451
47,10.567283842584615
49,24.74226804123711
52,-25.25773195876289
