Minute,Difference
0.0,-1.3578009237919986
1.0,-0.3528712412408055
2.0,0.5087145748757536
3.0,-0.7121561210361733
4.0,0.5718346882220828
5.0,-1.2774351969179918
6.0,0.3920148867750015
7.0,-1.6397289931243648
8.0,1.66106712505092
9.0,0.5213440688604578
10.0,0.6001776339536633
11.0,-1.14269610707872
12.0,-4.738358627388891
13.0,1.2325824828159995
14.0,1.5439820544266922
15.0,0.9033273274435913
16.0,2.8719371679062533
17.0,1.713031535660349
18.0,-1.7291335722549803
19.0,-0.30364724740408633
20.0,-1.9210610105250367
21.0,-1.3834540231100334
22.0,-2.1886047994840823
23.0,-2.236140781059717
24.0,-2.2395528744449535
25.0,6.042672790735423
26.0,7.04583077748741
27.0,0.08432746216426779
28.0,-5.1981664721392065
29.0,-1.2453615624194612
30.0,3.8036486091426553
31.0,-4.022188690474536
32.0,-4.780094145209418
33.0,4.172952896107873
34.0,-7.186515456096089
35.0,-2.8819557650595016
36.0,11.224394956920676
37.0,-0.5053753388945097
38.0,-0.5744614466336344
39.0,7.559277959704616
40.0,10.514024368683081
41.0,-3.2785511507289584
42.0,-8.280692978469261
43.0,-12.071578951523179
44.0,6.909625654622076
45.0,5.146695390401973
46.0,-18.763623570236113
47.0,-5.250799685339743
49.0,15.726495726495727
51.0,23.388305847076467
52.0,24.145103752788515
