Minute,Difference
0,-2.7637141613047334
1,-1.3068147276707833
2,-3.003714348793949
3,-0.6323487903403731
4,0.6705949234320912
5,-1.3240920436749235
6,0.47751368440641784
7,0.32976850083696263
8,-0.559119315373664
9,-1.1134182209292618
10,0.8787139687761396
11,-0.6108486702080711
12,-1.380327103926632
13,0.02375598536838197
14,-0.5106505618701362
15,-0.42361336857274523
16,0.16544832364422746
17,-2.9315456740542913
18,0.6441768489234647
19,1.4343571664251868
20,-2.823456776648513
21,0.874317568913284
22,1.7441429444631353
23,-6.878093461750737
24,-4.156945116587735
25,3.062033652022677
26,5.243611761933153
27,4.094808190113795
28,-5.099728821370746
29,-12.27379639349141
30,-6.7862110471378685
31,7.720680314583419
32,5.038240519133808
33,-9.02839138262702
34,-3.745242929832102
35,0.833573783991099
36,-0.5340359608849354
37,-10.266146801415843
38,-10.877703093510817
39,10.644530191005927
40,-4.522096030406146
41,2.618574112826977
42,6.57001908364542
43,10.463112179328363
44,-10.532694355697544
45,12.752698448574748
46,2.792514033036994
47,-4.695432022981407
