Minute,Difference
0,-1.813947812013538
1,-3.042024735538348
2,-2.0414243291942995
3,-0.13254013934768238
4,0.8962369815989462
5,0.8614865913818619
6,-0.42815495008700566
7,1.875454759246466
8,1.9532667424432475
9,1.5247538702769106
10,1.1120413207474087
11,0.18391948116628498
12,0.4824614085579526
13,-0.05471571231105088
14,-0.37289312367529703
15,1.882159916732462
16,-0.3727701409207498
17,-0.9095891500611515
18,-1.242112028791098
19,1.3085803437094512
20,2.524083396402247
21,4.61366863161534
22,3.4921506597913208
23,-3.3149888602871727
24,0.9510462851567922
25,-4.598637950503559
26,6.316707539417706
27,-3.4456030484207787
28,-1.8283121183962834
29,0.7428301514553226
30,-3.3702618065700563
31,-3.110933508331968
32,0.34607071829238123
33,-9.89391379733749
34,1.519074100375832
35,1.0038685229045115
36,-3.330964248324065
37,-0.5970708979939161
38,-9.491224054879453
39,5.693183615660942
40,-7.6851748109386335
41,-7.6414448514292985
42,3.117673902940112
43,-8.23009267315851
44,2.4821864081716427
45,4.842377161268544
46,-22.415595922624988
47,-0.16625424730024463
52,14.184397163120565
