Minute,Difference
0,-1.120911511594585
1,-0.3502002664381223
2,-0.23643308465040036
3,-0.9834799077560774
4,0.045839600219153454
5,1.8484155778767217
6,0.949065958754332
7,-0.5100582802454454
8,-1.5415902395437655
9,2.7031387048455997
10,2.190862270605834
11,2.2008622330528738
12,3.522856412201861
13,-1.1179856183656511
14,2.0218529685602817
15,2.271820829836173
16,10.729090420432641
17,-6.611380848189725
18,-14.037387130832911
19,-26.382086650486194
20,7.700580075503495
21,22.949562991935863
22,-2.979741097623716
23,17.48295511717791
25,-7.307447641417113
26,18.59375
27,-6.780514917169796
28,16.539440203562336
29,18.59375
30,-49.44245653095845
31,16.539440203562336
32,17.456467089732968
34,-31.40625
37,16.539440203562336
43,16.539440203562336
51,16.539440203562336
