Minute,Difference
0.0,-2.4658414358570724
1.0,-1.3501887082182975
2.0,-0.5199342720305253
3.0,0.29930295734951073
4.0,-0.18338851623674657
5.0,0.0409890361748495
6.0,0.28893611206973446
7.0,0.4395801970864852
8.0,0.44418113579897067
9.0,0.6837302675400849
10.0,0.6634436802477381
11.0,0.8131979439554868
12.0,0.40416257630434416
13.0,-0.1487839925796095
14.0,0.3577324880645847
15.0,-0.14475249413578695
16.0,0.5859425903796023
17.0,-0.1961692241939943
18.0,0.5698578927436984
19.0,0.28090827331682533
20.0,-1.7282530517381645
21.0,2.213524180240171
22.0,2.034237747483232
23.0,3.470265724704049
24.0,-0.4993027481621226
25.0,-2.668639896794275
26.0,-1.7613615965344422
27.0,1.672327577532485
28.0,2.9669728374979343
29.0,-0.5794287946097114
30.0,-0.7148551342692286
31.0,-1.4712371701703262
32.0,-2.741824768071851
33.0,3.170982823632187
34.0,-1.722115068063161
35.0,1.8846695270032114
36.0,-4.255755330142051
37.0,-3.577418273806046
38.0,-2.3540419766394507
39.0,0.20148388227606517
40.0,-1.4359808880315086
41.0,0.3411366988575253
42.0,-0.5968493121800265
43.0,-0.7057551836986562
44.0,-7.680201664285761
45.0,-1.6013287953106072
46.0,-2.8453450177337487
47.0,-2.5971923576468186
48.0,25.039778001450472
49.0,21.332045064397818
50.0,-22.648498038369056
51.0,7.474053434774589
52.0,-13.79183435864455
54.0,25.352112676056336
56.0,-0.5709556141630685
