Minute,Difference
0,-1.1280218926153083
1,-2.1198001550491057
2,-0.60511140692401
3,1.1459487809832325
4,1.1476460476865498
5,0.28386009835719506
6,-1.856397793810288
7,0.9093998866860176
8,-0.2282233113872394
9,-0.29450641437853164
10,0.7696514066129794
11,-1.1848594007478965
12,0.035133781347624904
13,-0.453386860797238
14,-1.2238402134006492
15,-4.605561313520965
16,1.808605811690299
17,0.7508137632447784
18,-1.7861277642396942
19,0.26278575498395185
20,-13.116351091173229
21,-4.736121936151719
22,-0.20029177888243055
23,3.2318984500354446
24,4.642973843579426
25,9.696874951816127
26,6.067120321942724
27,13.805312455280827
28,20.94074695649418
29,-3.781567717981531
30,-3.4777894296679364
31,-2.5687260359522384
32,12.370972369204551
33,33.56606806643768
34,14.870913804382411
35,13.95348837209302
36,9.244604085185145
37,14.36592588233043
38,-10.463475819594898
39,0.6967364965926066
40,-9.453756359281442
41,16.44194123377325
42,-20.788236592932194
43,-19.19810448221572
44,7.086650710260415
45,0.5963154190415167
46,-7.074580062294132
47,-1.4591577162238565
