Minute,Difference
0,-2.2391371917660052
1,-2.5007526394650625
2,1.4518614756381538
3,1.1564412177832963
4,0.2156722182130011
5,0.7887773073330493
6,-0.377293883841503
7,2.9001903323274405
8,-0.034409749398079725
9,1.9597632781332948
10,0.8290270094986738
11,-1.0563128331151859
12,-3.0026065737407635
13,-1.352072079858317
14,0.19325312266990124
15,-2.178047897522177
16,1.7566461437105971
17,-1.6243335353098587
18,-5.158644746310969
19,-3.2171315125521573
20,-4.620453535053514
21,10.372972271819705
22,-9.659998758175348
23,3.0080213903743243
24,-1.6420833802720836
25,-31.11888111888112
26,-14.175287193036255
27,2.9951872534552564
29,13.096314043616289
30,21.18833926331544
31,15.646258503401356
32,18.04165144318597
33,7.291293354446225
34,-34.54810495626822
35,11.764705882352942
36,-6.978321688358591
37,-0.32197521246452254
38,4.737618543808864
39,9.45946328180581
40,-37.45659722222223
41,-7.484033453518563
42,-2.1202270381836996
43,-8.057204967842623
44,-18.61413595841681
45,-19.798480449857166
46,-7.401080487053065
47,-16.817623873758315
