Minute,Difference
0,-2.7128287673654086
1,-2.683623429908195
2,-0.0781026276925445
3,-0.7240029644423913
4,1.7446991835721235
5,-0.3816348941251704
6,-0.7791574686617793
7,0.7158327434796377
8,-2.017198498238784
9,0.686021058146892
10,-1.7422445896336995
11,1.2027448361805426
12,-0.6332495093848678
13,2.384361861154588
14,-0.896329083113713
15,1.2836321904058394
16,0.4478400195924763
17,-5.6702831975070325
18,5.180365196459874
19,-0.6060359773078545
20,-7.192110545392893
21,12.036166974314753
22,7.773023624768896
23,6.600889920771664
24,-0.034438463514163686
25,0.8813557220489656
26,-4.635105314898837
27,12.83735795675706
28,-1.7197702350762825
29,-3.8866152581915117
30,-5.050806700136178
31,-4.842703892484465
32,-16.380991591135327
33,16.986027944111783
34,-14.89058060900549
35,-7.3025869714019365
36,23.214285714285708
37,21.341742840680453
38,-1.4707085495787027
39,-0.7278584278124072
40,2.057748538011694
41,-7.3258179836986415
42,7.860153818237649
43,21.481985311931155
44,-9.734320557491287
45,-18.50950659114568
46,1.7698300652984216
47,11.19640344659696
50,40.33149171270718
