Minute,Difference
0,-1.76386017852046
1,-1.7326120426439928
2,0.10986314573665368
3,-0.13696679216499774
4,0.0947259152120381
5,0.8212323399053361
6,-0.6300793537854616
7,0.6125852349398002
8,2.1742293595021636
9,0.4549628186857717
10,0.32112214407108297
11,-1.193514894987132
12,0.9963737243087962
13,-1.375510704782485
14,1.6051161900873154
15,-1.7681665511670275
16,1.4650484069357645
17,2.6294684713504495
18,1.715299991170383
19,0.9617926419254559
20,4.6800517177872365
21,-18.382086398972994
22,-1.86879803702233
23,-10.280941604933687
24,-8.065437869770435
25,-23.47953216374269
26,-30.089126559714792
27,-1.6784951390508667
28,22.145615002757864
29,12.136487136487148
30,19.343739454059943
31,-25.675675675675677
33,19.569569569569566
34,17.65994289372567
36,-8.019048415176144
37,6.446749183357184
38,-3.199014041858348
39,-3.238966571206582
40,-32.40294486517675
41,-30.338355873239614
42,31.67823639774859
43,9.078281813899949
44,-9.454528151711244
45,-2.191273860537592
46,7.639700169111947
47,15.945083002178407
50,-60.264900662251655
