Minute,Difference
0,-1.9628424214270268
1,-0.11461300357953519
2,-0.6439417246667603
3,0.24855950350553258
4,0.11034127425008933
5,-0.11822595846220452
6,0.5154462311731578
7,0.96574267339318
8,1.768421513059792
9,1.0862251202938324
10,-0.6026235369333648
11,0.2804985909603772
12,-1.9303210803374498
13,-2.6340164403329425
14,-1.9888394230149373
15,1.2392978886206691
16,0.1705207421957624
17,-3.616278490177706
18,-3.13921844112258
19,4.699535681701207
20,-2.09871580266703
21,8.780786654533031
22,4.453620733269048
23,-7.808939455812677
24,1.1463737108486782
25,2.6647946574133243
26,0.6437425883913761
27,-8.835255208043563
28,1.4674775986299977
29,-3.221799700221453
30,-4.8026453693858
31,-10.87553838311483
32,11.595124302489396
33,4.734125730419947
34,-8.761830550699074
35,1.4297647249098446
36,-11.17476981092917
37,1.7074387220418714
38,5.687488163798733
39,11.528337885882706
40,-1.8137463836550154
41,29.249339091637168
42,-9.006262574101797
43,-0.399100492334
44,-78.88631090487239
45,5.243803739180791
46,-33.606557377049185
47,-18.43865784376179
50,-78.88631090487239
52,21.11368909512761
