Minute,Difference
0,-1.1509867224493746
1,-0.42109245413463725
2,-1.9021830824979276
3,0.4317460602756711
4,-0.06980367048520009
5,0.8077447608156234
6,0.4507131172120893
7,-0.5978501339594828
8,0.05867848952681243
9,-0.6383294562531177
10,-1.0353214581707562
11,1.8671132709687868
12,0.681365898539525
13,-0.030783708134961785
14,2.1762767295716543
15,1.4301214452473658
16,2.3521106652888193
17,0.3622519015979435
18,-1.191789938269622
19,-2.2895134387586893
20,-5.1434542670634755
21,5.220471848315341
22,0.34331161770532503
23,4.618945427230912
24,2.390724821731112
25,-4.8643194296082015
26,9.053198844538812
27,0.6338972052601974
28,4.278100561154304
29,2.813786292677136
30,8.904212432249722
31,-19.29919601085723
32,-7.996860411894602
33,12.398310458587787
34,-8.360486919155477
35,-1.6501764560464096
36,11.363828537741583
37,10.542881972078348
38,7.035608764053563
39,-21.949460386161164
40,-1.3173068696919614
41,9.45573024544565
42,-18.456970328615355
43,24.065189334226076
44,-6.544273841834283
45,-63.76811594202898
46,7.521532124324622
47,-5.344375319188458
