Minute,Difference
0.0,-1.4949688595807231
1.0,2.327088653849529
2.0,0.6225710097411223
3.0,1.2452499158595884
4.0,-3.878945817592694
5.0,-0.27405987359408357
6.0,1.008597093880212
7.0,1.8242783292074023
8.0,-3.368084432432653
9.0,2.9273676916717477
10.0,-1.7356483950666046
11.0,3.365959900013152
12.0,-0.2421467905778627
13.0,-1.711916273766633
14.0,-0.7424105998702544
15.0,1.9831174600180645
16.0,-1.8078793191148321
17.0,-3.8785600458947584
18.0,-3.196664534752884
19.0,-1.3155862714975797
20.0,3.835229291105577
21.0,3.5443528214913442
22.0,12.001805818547055
23.0,3.77883341590217
24.0,-11.896898419775823
25.0,-2.6710044757719658
26.0,-22.64760064511686
27.0,3.711159688782274
28.0,5.4159069726194815
29.0,-11.122319622049929
30.0,5.533178507435096
31.0,-0.3208015800481405
32.0,10.648753453749634
33.0,-0.6424240020673011
34.0,-3.1869019387027038
35.0,13.804789809443747
36.0,-5.672229443443797
37.0,-14.650525741668652
38.0,15.592283035578049
39.0,11.725616091565357
40.0,10.81698287242186
41.0,-23.98837445246768
42.0,3.501495599477167
43.0,-12.140992358413769
44.0,16.516581573329347
45.0,23.669608156728955
46.0,1.9409689025568753
47.0,6.023246498989394
52.0,-90.83266613290633
