Minute,FT_Percentage,Baseline,Difference,Attempts,FT_Trend,Difference_Trend,Regression_Line
0.0,55.96330275229357,58.45656076667141,-2.4932580143778367,218,62.02289864421394,4.58060362059471,57.052338234664404
1.0,56.00000000000001,56.27043338303811,-0.27043338303810316,250,61.719024150114535,4.296249105626744,57.05493843176041
2.0,57.84615384615385,57.02587288232226,0.8202809638315856,325,61.41514965601514,4.011894590658779,57.1857483472058
3.0,52.26586102719033,57.05872514567138,-4.792864118481049,331,61.111275161915735,3.7275400756908126,56.790354629975866
4.0,52.57731958762887,57.189258051032894,-4.611938463404023,291,60.80740066781634,3.443185560722847,56.81242314178521
5.0,55.33980582524271,56.59751397067969,-1.257708145436979,309,60.503526173716935,3.1588310457548814,57.00816012866425
6.0,64.96350364963503,56.87675122354373,8.086752426091302,274,60.19965167961754,2.8744765307869153,57.690050807116286
7.0,58.703071672354945,56.95204538169468,1.7510262906602634,293,59.895777185518135,2.5901220158189497,57.24646557758318
8.0,58.03571428571429,56.93132323803435,1.1043910476799397,224,59.59190269141874,2.305767500850984,57.19917972245242
9.0,62.8,57.76505976587503,5.034940234124967,250,59.288028197319335,2.0214129858830185,57.53675495365091
10.0,57.920792079207914,57.38593418588374,0.5348578933241726,202,58.98415370321993,1.737058470915053,57.19103686688965
11.0,56.71641791044776,57.788184521721625,-1.0717666112738655,201,58.680279209120535,1.452703955947087,57.10570048850042
12.0,63.013698630136986,57.56579140717617,5.447907222960815,73,58.37640471502113,1.1683494409791213,57.55189664934288
13.0,60.91954022988506,57.25916458007733,3.660375649807726,87,58.072530220921735,0.8839949260111557,57.403514279240355
14.0,61.386138613861384,57.09289718064758,4.293241433213801,101,57.76865572682233,0.5996404110431897,57.43657528078259
15.0,71.64179104477611,59.18118807121741,12.4606029735587,67,57.46478123272293,0.31528589607522406,58.16324333725041
16.0,34.84848484848485,57.531198293326305,-22.682713444841454,66,57.16090673862353,0.03093138110725846,55.55623998131671
17.0,62.903225806451616,57.552963666805546,5.35026213964607,62,56.857032244524135,-0.25342313386070714,57.54406905645001
18.0,62.745098039215684,56.52717768217783,6.217920357037855,51,56.55315775042473,-0.5377776488286727,57.53286485485825
19.0,57.14285714285714,56.09789817224557,1.0449589706115674,49,56.24928325632533,-0.8221321637966383,57.1359159984647
20.0,64.70588235294117,56.96735278974144,7.738529563199734,17,55.94540876222593,-1.106486678764604,57.671796954596
21.0,65.51724137931035,56.90450080096704,8.612740578343306,29,55.64153426812653,-1.3908411937325704,57.72928609931507
22.0,61.111111111111114,56.80105593893101,4.310055172180107,18,55.33765977402713,-1.675195708700536,57.4170881050768
23.0,50.0,56.96206326260854,-6.962063262608538,20,55.03378527992773,-1.9595502236685016,56.62980620656292
24.0,46.15384615384615,56.30648685330702,-10.152640699460868,13,54.729910785828324,-2.2439047386364672,56.35728554938503
25.0,47.368421052631575,58.226868905786525,-10.85844785315495,19,54.42603629172893,-2.528259253604433,56.44334470428331
26.0,57.89473684210527,56.67019559294478,1.2245412491604881,19,54.12216179762952,-2.8126137685723984,57.18919071340173
27.0,72.72727272727273,57.19006520192684,15.537207525345892,22,53.81828730353013,-3.096968283540364,58.24015554443223
28.0,46.42857142857143,58.5679782257443,-12.139406797172867,28,53.51441280943072,-3.3813227985083305,56.37675131061202
29.0,85.71428571428571,59.33586064590431,26.378425068381397,14,53.21053831533133,-3.665677313476296,59.16035516607184
30.0,54.54545454545454,56.54420111064955,-1.9987465651950131,11,52.90666382123192,-3.9500318284442617,56.95187607413678
31.0,83.33333333333334,55.90240666659881,27.430926666734536,6,52.60278932713253,-4.234386343412227,58.99165190210458
33.0,87.5,59.60698689956332,27.893013100436683,8,51.99504033893372,-4.8030953733481585,59.28688261404728
34.0,0.0,52.61957838377052,-52.61957838377052,6,51.69116584483432,-5.087449888316124,53.08703766325043
35.0,50.0,59.60698689956332,-9.606986899563317,4,51.38729135073492,-5.37180440328409,56.62980620656292
39.0,25.0,51.4018691588785,-26.401869158878498,4,50.17179337433732,-6.509222463155952,54.85842193490667
40.0,25.0,51.4018691588785,-26.401869158878498,4,49.86791888023792,-6.793576978123918,54.85842193490667
42.0,50.0,59.60698689956332,-9.606986899563317,2,49.260169892039116,-7.362286008059851,56.62980620656292
45.0,50.0,59.60698689956332,-9.606986899563317,2,48.34854640974092,-8.215349552963747,56.62980620656292
