Minute,FT_Percentage,Baseline,Difference,Attempts,FT_Trend,Difference_Trend,Regression_Line
0.0,41.46341463414634,46.95300117286705,-5.489586538720708,82,51.30800882018686,3.684460407112269,43.86248902311367
1.0,44.9438202247191,47.60737089639562,-2.663550671676525,89,50.83113569164045,3.430846332382713,44.2021071329212
2.0,44.086021505376344,45.8407703504493,-1.7547488450729531,93,50.35426256309403,3.1772322576531575,44.11840310128546
3.0,45.535714285714285,46.87088378004161,-1.3351694943273245,112,49.87738943454762,2.923618182923602,44.25986417788917
4.0,50.92592592592593,47.00642644575325,3.919499480172682,108,49.400516306001194,2.670004108194046,44.78584123460628
5.0,46.53465346534654,47.22161916786603,-0.686965702519494,101,48.92364317745478,2.4163900334644905,44.357340701004276
6.0,42.5287356321839,46.20558069619809,-3.676845064014188,87,48.44677004890836,2.1627759587349353,43.96644308659173
7.0,43.75,46.09559898515428,-2.3455989851542824,80,47.96989692036195,1.9091618840053797,44.085614110019705
8.0,44.57831325301205,48.00032253864141,-3.4220092856293647,83,47.49302379181553,1.655547809275824,44.16644094873024
9.0,52.17391304347826,48.771589056334754,3.402323987143504,69,47.016150663269116,1.4019337345462684,44.90761986496916
10.0,49.275362318840585,47.314027859099134,1.961334459741451,69,46.5392775347227,1.1483196598167127,44.62477917509408
11.0,44.44444444444444,47.368657787728466,-2.9242133432840234,36,46.062404406176285,0.894705585087157,44.153378025302274
12.0,60.0,45.07763945642877,14.92236054357123,5,45.58553127762987,0.6410915103576018,45.671289727631894
13.0,33.33333333333333,39.70276008492569,-6.369426751592364,3,45.108658149083446,0.38747743562804615,43.06915538078112
14.0,68.42105263157895,44.019686003756924,24.40136662782202,19,44.63178502053703,0.1338633608984905,46.493016363479505
15.0,57.89473684210527,41.919969061437456,15.974767780667811,19,44.154911891990615,-0.11975071383106517,45.46585806866999
16.0,17.647058823529413,42.27941215380537,-24.632353330275954,17,43.6780387634442,-0.37336478856062083,41.53848811792772
17.0,83.33333333333334,46.89603898223205,36.43729435110129,6,43.201165634897784,-0.6269788632901765,47.94815728112632
20.0,0.0,38.55421686746988,-38.55421686746988,2,41.77054624925853,-1.3878210874788435,39.816487447217646
27.0,50.0,39.70276008492569,10.297239915074307,2,38.43243434943362,-3.163119610585732,44.695489347562855
28.0,66.66666666666666,39.70276008492569,26.963906581740964,6,37.955561220887205,-3.416733685315288,46.321823314344584
30.0,100.0,50.0,50.0,2,37.00181496379437,-3.923961834774399,49.57449124790806
31.0,0.0,38.55421686746988,-38.55421686746988,2,36.52494183524795,-4.177575909503955,39.816487447217646
37.0,0.0,37.5,-37.5,2,33.66370306396945,-5.699260357881288,39.816487447217646
42.0,50.0,38.53211009174312,11.467889908256879,2,31.279337421237372,-6.967330731529067,44.695489347562855
44.0,0.0,38.53211009174312,-38.53211009174312,2,30.325591164144537,-7.4745588809881784,39.816487447217646
