Minute,FT_Percentage,Baseline,Difference,Attempts,FT_Trend,Difference_Trend,Regression_Line
0.0,38.15789473684211,41.155081138492065,-2.997186401649955,76,34.26359211064659,-7.731681814849487,41.195422341008054
1.0,39.130434782608695,42.1021449852848,-2.971710202676107,69,34.690644213930405,-7.268893852899833,41.24438690076359
2.0,40.0,40.89434867393469,-0.8943486739346866,70,35.11769631721421,-6.806105890950178,41.288166977721474
3.0,24.390243902439025,41.70239377432939,-17.312149871890362,82,35.544748420498024,-6.343317929000524,40.50226120598964
4.0,46.26865671641791,41.22376445454498,5.044892261872931,67,35.97180052378184,-5.880529967050871,41.60377559220893
5.0,43.20987654320987,41.83031254636411,1.3795639968457607,81,36.39885262706565,-5.417742005101216,41.44977491612158
6.0,30.136986301369863,41.27936353168013,-11.14237723031027,73,36.825904730349464,-4.954954043151562,40.79159295414434
7.0,35.82089552238806,41.20221533426388,-5.3813198118758265,67,37.25295683363327,-4.492166081201908,41.077761234729834
8.0,47.674418604651166,41.99435448670237,5.680064117948795,86,37.68000893691708,-4.029378119252254,41.674551610407946
9.0,51.21951219512195,42.99647265634396,8.22303953877799,41,38.1070610402009,-3.5665901573026,41.85303675115373
10.0,41.46341463414634,43.07518209654216,-1.611767462395818,41,38.5341131434847,-3.1038021953529453,41.36184564382133
11.0,44.26229508196721,42.94872878737257,1.3135662945946365,61,38.961165246768516,-2.6410142334032916,41.50276112543309
12.0,30.76923076923077,39.829349813502,-9.060119044271229,13,39.38821735005233,-2.178226271453638,40.823424622322364
13.0,41.935483870967744,43.357390973449036,-1.421907102481292,31,39.81526945333614,-1.7154383095039831,41.38561295546645
14.0,33.33333333333333,43.80157041485058,-10.468237081517252,24,40.242321556619956,-1.2526503475543294,40.95251972104434
15.0,68.75,43.98843847553675,24.761561524463247,16,40.66937365990376,-0.7898623856046747,42.73564577214163
16.0,53.84615384615385,43.480439612869354,10.365714233284493,13,41.096425763187575,-0.32707442365502093,41.98528051082015
17.0,46.15384615384615,42.70854707897652,3.445299074869631,13,41.52347786647139,0.13571353829463284,41.59799521465422
18.0,0.0,44.97354497354497,-44.97354497354497,1,41.950529969755195,0.5985015002442866,39.274283437658646
19.0,0.0,34.04255319148936,-34.04255319148936,2,42.37758207303901,1.0612894621939413,39.274283437658646
20.0,33.33333333333333,41.56190546639985,-8.228572133066521,6,42.80463417632282,1.524077424143596,40.95251972104434
21.0,50.0,35.60606060606061,14.393939393939391,2,43.231686279606635,1.9868653860932488,41.79163786273718
22.0,0.0,33.61344537815126,-33.61344537815126,2,43.65873838289045,2.4496533480429035,39.274283437658646
23.0,100.0,41.55405405405405,58.44594594594595,2,44.085790486174254,2.912441309992558,44.30899228781572
24.0,33.33333333333333,43.53781910542856,-10.204485772095232,6,44.51284258945807,3.375229271942211,40.95251972104434
25.0,50.0,47.368421052631575,2.631578947368425,2,44.93989469274188,3.8380172338918657,41.79163786273718
26.0,50.0,42.853557635245004,7.146442364754996,6,45.36694679602569,4.30080519584152,41.79163786273718
28.0,44.44444444444444,41.08203982538696,3.362404619057486,9,46.22105100259331,5.226381119740828,41.51193181550623
29.0,0.0,40.823970037453186,-40.823970037453186,2,46.64810310587713,5.6891690816904825,39.274283437658646
30.0,0.0,33.33333333333333,-33.33333333333333,2,47.07515520916094,6.151957043640137,39.274283437658646
32.0,50.0,42.30769230769231,7.692307692307693,2,47.92925941572856,7.077532967539445,41.79163786273718
33.0,75.0,38.04824561403508,36.95175438596492,4,48.35631151901237,7.540320929489099,43.05031507527645
34.0,100.0,42.76315789473684,57.23684210526316,1,48.78336362229618,8.003108891438753,44.30899228781572
35.0,66.66666666666666,42.7238578464899,23.942808820176758,3,49.21041572557999,8.465896853388408,42.630756004430026
37.0,50.0,42.30769230769231,7.692307692307693,2,50.06451993214762,9.391472777287714,41.79163786273718
