Minute_FT%,Yearly_FT%,Regression_Predicted
69.52755905511812,72.6862287481892,75.81905944069321
71.849234393404,73.62870769179011,75.920332335933
72.50973845297717,73.56917541881958,75.94914392613579
75.1578947368421,73.80002155407568,76.06465811948225
73.02882001087548,74.20376315085204,75.97178658050139
75.8845944474687,75.09609889283828,76.09635720438504
75.41827541827541,75.35724124529074,76.07601608372401
76.18724559023067,75.75189368130786,76.10955903194883
74.72222222222223,75.24900983124593,76.04565381849133
75.96837944664033,75.88404486050008,76.10001195718526
76.50822669104204,76.4545476777177,76.12356042347002
77.43445692883894,77.58072734608768,76.16396315174708
75.33718689788054,76.4426172306327,76.0724789529738
74.61928934010153,76.76921390992977,76.0411638233504
72.8952772073922,75.58483648475969,75.96596136190851
78.4841075794621,76.72904355056757,76.20974955375858
75.64469914040114,76.41443044911587,76.08589282467591
74.12587412587412,76.06905025609,76.01964075056061
77.88018433179722,75.07408904966458,76.1834060531041
76.60818713450293,75.21425371396437,76.12792075902246
76.47058823529412,75.40682844238056,76.12191861105849
77.47747747747748,76.61795096826687,76.16583973433535
84.4155844155844,77.0446616944551,76.4684841934974
75.60975609756098,76.49936787123657,76.08436858782049
72.91666666666666,78.04877409067407,75.96689438317665
70.17543859649122,74.84224799494167,75.847320341707
77.61194029850746,75.85814246026023,76.17170508465512
72.22222222222221,76.02897280669876,75.93660229267101
70.23809523809523,75.31968576292206,75.85005346265488
77.02702702702703,78.26217928236973,76.14619081076412
76.47058823529412,77.33646856869655,76.12191861105849
89.65517241379311,81.05121543391276,76.6970382198472
75.0,75.97288899169484,76.0577706546936
89.65517241379311,78.23993017727979,76.6970382198472
75.86206896551724,78.4176221533036,76.09537462911439
62.22222222222222,78.64853680589664,75.50039618938973
62.5,71.51045824372203,75.51251302559199
75.0,79.73860937037361,76.0577706546936
75.0,69.4382199194519,76.0577706546936
88.23529411764706,72.64102621023535,76.63510226197765
50.0,78.63503661330493,74.96725539649039
68.42105263157895,76.52352800139828,75.77079295516643
94.44444444444444,77.91308071748898,76.90594918885165
56.25,70.30816002249163,75.23988421104119
55.55555555555556,78.21137750364197,75.20959212053555
82.35294117647058,69.0895967529238,76.37851043651807
94.11764705882352,77.33164045229151,76.89169408743722
89.36170212765957,81.74156246864503,76.68423686685288
100.0,78.04878048780488,77.1482859128968
100.0,75.71428571428571,77.1482859128968
66.66666666666666,83.37730870712402,75.69426556862585
