Minute,Minute_Average_FT%,Season_Average_FT%,Difference
0,69.52755905511812,72.6862287481892,-3.158669693071076
1,71.849234393404,73.62870769179011,-1.7794732983861081
2,72.50973845297717,73.56917541881958,-1.0594369658424085
3,75.1578947368421,73.80002155407568,1.3578731827664114
4,73.02882001087548,74.20376315085204,-1.1749431399765626
5,75.8845944474687,75.09609889283828,0.7884955546304155
6,75.41827541827541,75.35724124529074,0.061034172984676616
7,76.18724559023067,75.75189368130786,0.4353519089228115
8,74.72222222222223,75.24900983124593,-0.5267876090236996
9,75.96837944664033,75.88404486050008,0.08433458614024403
10,76.50822669104204,76.4545476777177,0.05367901332434144
11,77.43445692883894,77.58072734608768,-0.14627041724874346
12,75.33718689788054,76.4426172306327,-1.1054303327521637
13,74.61928934010153,76.76921390992977,-2.1499245698282436
14,72.8952772073922,75.58483648475969,-2.6895592773674935
15,78.4841075794621,76.72904355056757,1.7550640288945374
16,75.64469914040114,76.41443044911587,-0.7697313087147251
17,74.12587412587412,76.06905025609,-1.9431761302158748
18,77.88018433179722,75.07408904966458,2.8060952821326453
19,76.60818713450293,75.21425371396437,1.3939334205385592
20,76.47058823529412,75.40682844238056,1.063759792913558
21,77.47747747747748,76.61795096826687,0.8595265092106104
22,84.4155844155844,77.0446616944551,7.370922721129304
23,75.60975609756098,76.49936787123657,-0.8896117736755969
24,72.91666666666666,78.04877409067407,-5.132107424007415
25,70.17543859649122,74.84224799494167,-4.666809398450454
26,77.61194029850746,75.85814246026023,1.7537978382472375
27,72.22222222222221,76.02897280669876,-3.8067505844765464
28,70.23809523809523,75.31968576292206,-5.0815905248268365
29,77.02702702702703,78.26217928236973,-1.2351522553426975
30,76.47058823529412,77.33646856869655,-0.8658803334024299
31,89.65517241379311,81.05121543391276,8.603956979880351
32,75.0,75.97288899169484,-0.9728889916948447
33,89.65517241379311,78.23993017727979,11.415242236513322
34,75.86206896551724,78.4176221533036,-2.5555531877863586
35,62.22222222222222,78.64853680589664,-16.42631458367442
36,62.5,71.51045824372203,-9.010458243722027
37,75.0,79.73860937037361,-4.738609370373609
38,75.0,69.4382199194519,5.561780080548104
39,88.23529411764706,72.64102621023535,15.594267907411705
40,50.0,78.63503661330493,-28.635036613304933
41,68.42105263157895,76.52352800139828,-8.10247536981933
42,94.44444444444444,77.91308071748898,16.531363726955462
43,56.25,70.30816002249163,-14.058160022491634
44,55.55555555555556,78.21137750364197,-22.655821948086412
45,82.35294117647058,69.0895967529238,13.263344423546783
46,94.11764705882352,77.33164045229151,16.786006606532013
47,89.36170212765957,81.74156246864503,7.620139659014541
48,100.0,78.04878048780488,21.951219512195124
49,100.0,75.71428571428571,24.285714285714292
51,66.66666666666666,83.37730870712402,-16.71064204045736
