Minute,Minute_Average_FT%,Season_Average_FT%,Difference
0,74.09326424870466,73.2207346677349,0.8725295809697542
1,72.82249173098126,74.26697259843117,-1.4444808674499114
2,75.4618664140218,74.86032783684732,0.6015385771744803
3,76.11798287345385,75.00592952034127,1.1120533531125858
4,75.25100401606426,75.12506394371948,0.12594007234477544
5,75.83507306889354,75.96821009434034,-0.13313702544679984
6,76.5397536394177,76.4527403267528,0.08701331266489376
7,75.65169162506933,76.16036063296075,-0.5086690078914131
8,78.00369685767097,76.81180822476401,1.1918886329069664
9,78.11526479750779,76.60291368652132,1.5123511109864722
10,77.97513321492006,77.64290366539498,0.3322295495250813
11,77.48058671268335,77.42289414826318,0.05769256442016513
12,77.15930902111324,77.36457580044188,-0.2052667793286389
13,75.31531531531532,77.04272379351082,-1.7274084781954997
14,77.77777777777779,75.69732930425046,2.0804484735273263
15,78.2340862422998,76.67280129960815,1.5612849426916426
16,72.40566037735849,75.25108757243675,-2.8454271950782584
17,79.33130699088146,77.84628994697248,1.4850170439089823
18,82.03883495145631,78.34499995614881,3.6938349953074976
19,78.2312925170068,76.90951769867395,1.3217748183328553
20,82.05128205128204,78.37354282861051,3.6777392226715335
21,82.5,77.83412082617254,4.665879173827463
22,73.41772151898735,75.50625019737808,-2.0885286783907304
23,75.0,75.44733259225033,-0.4473325922503335
24,84.31372549019608,77.96743173467208,6.346293755524002
25,78.72340425531915,77.81173633451763,0.9116679208015199
26,77.35849056603774,78.52619720639836,-1.1677066403606204
27,69.6969696969697,74.18134366776225,-4.4843739707925465
28,66.66666666666666,75.65837694270225,-8.99171027603559
29,70.2127659574468,76.39500172220718,-6.182235764760378
30,66.66666666666666,74.4889266838903,-7.822260017223641
31,73.33333333333333,79.32083326707033,-5.9874999337369985
32,66.0377358490566,77.42012511559493,-11.382389266538326
33,76.66666666666667,77.5180450388794,-0.8513783722127215
34,82.6086956521739,75.52889791212014,7.079797740053763
35,75.0,74.65117267401254,0.34882732598745747
36,90.0,77.0155582669702,12.984441733029797
37,58.82352941176471,68.47047918195494,-9.646949770190233
38,75.0,78.34056449779305,-3.3405644977930535
39,63.63636363636363,75.19039832208092,-11.55403468571729
40,73.68421052631578,73.31372366166643,0.3704868646493509
41,92.3076923076923,73.90926428735726,18.398428020335047
42,78.57142857142857,74.4558667887685,4.115561782660066
43,50.0,70.2582732864423,-20.258273286442304
44,75.0,75.87998822634636,-0.8799882263463559
45,78.26086956521739,72.37603568999029,5.884833875227102
46,68.42105263157895,75.8926118803704,-7.471559248791451
47,90.9090909090909,80.34180706650629,10.567283842584615
49,100.0,75.25773195876289,24.74226804123711
52,50.0,75.25773195876289,-25.25773195876289
