Minute_FT%,Yearly_FT%,Regression_Predicted
70.66246056782335,73.37528933518875,73.5957864009661
71.46263910969793,74.14626253960613,73.72105894027156
74.77360931435963,74.85171194205218,74.23941031236782
73.81684081130916,74.54084377575155,74.08962271668472
76.8048128342246,75.06011365065248,74.55740687121525
74.10526315789474,74.48689805201991,74.13477688898303
74.7134670487106,75.49262451737238,74.22999469579833
76.91131498470948,76.19548224122984,74.57408039360374
74.41651705565529,76.43371555389407,74.18350547154391
77.0139634801289,76.327942421982,74.59015060419318
74.65753424657534,76.39977883620904,74.22123809488082
77.733860342556,76.53111550637546,74.70285458621075
75.73099415204678,76.36424366143164,74.38929439877265
77.15877437325905,74.77441251210446,74.61282157992193
74.57627118644068,75.47260026955439,74.20851589681867
79.09836065573771,77.81472846533187,74.91647493488307
76.38888888888889,75.94104886929641,74.49229159248247
69.11764705882352,74.78793025633055,73.35393698749344
83.20610687022901,78.02574167376913,75.55956616038154
75.72815533980582,76.33419131711368,74.38884996643733
70.6896551724138,77.88176571780669,73.60004387226054
85.36585365853658,73.32968668422183,75.89768690502717
81.57894736842105,73.80592374365216,75.3048250095267
83.33333333333334,76.73244341256168,75.5794841927529
73.07692307692307,73.11136154043723,73.9737843523535
78.57142857142857,77.6900728493796,74.83398069542461
71.05263157894737,75.6877368938462,73.65686991016942
85.71428571428571,72.87692775752865,75.95223594141706
73.07692307692307,74.79669331199935,73.9737843523535
73.33333333333333,77.21994859152484,74.0139268483635
66.66666666666666,71.71747336680284,72.97022195210388
75.0,79.84270389248447,74.2748530724284
55.55555555555556,71.93654714669088,71.2307137916712
100.0,83.01397205588822,78.18874643340193
53.84615384615385,68.73673445515934,70.96309715160463
66.66666666666666,73.9692536380686,72.97022195210388
100.0,76.78571428571429,78.18874643340193
100.0,78.65825715931955,78.18874643340193
77.77777777777779,79.24848632735649,74.70973011253656
71.42857142857143,72.15642985638384,73.71572544943217
66.66666666666666,64.60891812865496,72.97022195210388
71.42857142857143,78.75438941227007,73.71572544943217
75.0,67.13984618176235,74.2748530724284
100.0,78.51801468806885,78.18874643340193
50.0,59.73432055749129,70.36095971145485
50.0,68.50950659114568,70.36095971145485
75.0,73.23016993470158,74.2748530724284
85.71428571428571,74.51788226768875,75.95223594141706
100.0,59.66850828729282,78.18874643340193
