Minute,Minute_Average_FT%,Season_Average_FT%,Difference
0,69.14241960183767,73.7727679206034,-4.630348318765726
1,75.23510971786834,74.7547670745293,0.48034264333904275
2,74.17431192660551,74.81800190075361,-0.6436899741481028
3,75.37912578055308,75.50656586958074,-0.12744008902765813
4,76.18173474070674,75.88986005132354,0.2918746893832065
5,76.95167286245353,76.0813057272326,0.8703671352209312
6,76.44946126218574,76.4542378219559,-0.004776559770164113
7,77.73058252427184,77.31292269732151,0.41765982695032733
8,78.86067261496224,77.6645852857524,1.1960873292098455
9,75.09615384615384,77.4414918659118,-2.3453380197579605
10,79.20353982300885,77.81982823446866,1.3837115885401943
11,76.43142476697736,78.07045375522131,-1.6390289882439504
12,78.17371937639199,77.23191485457038,0.9418045218216093
13,79.24528301886792,78.99166226975666,0.2536207491112634
14,77.45098039215686,78.7519107423922,-1.3009303502353333
15,75.92067988668555,76.77262991674104,-0.851950030055491
16,76.76767676767676,77.79942219713418,-1.0317454294574162
17,81.63265306122449,76.99058879743681,4.642064263787674
18,79.16666666666666,79.77993496975634,-0.6132683030896828
19,91.02564102564102,80.98477908299986,10.040861942641158
20,83.33333333333334,81.21299894332358,2.1203343900097593
21,76.47058823529412,81.12984104373383,-4.659252808439717
22,82.14285714285714,81.18920795898813,0.953649183869004
23,85.0,80.23875183916081,4.7612481608391874
24,86.36363636363636,78.22735379714291,8.136282566493449
25,83.33333333333334,82.2880922355704,1.0452410977629398
26,84.61538461538461,77.47715401472482,7.138230600659796
27,77.77777777777779,76.70524508235513,1.0725326954226517
28,92.3076923076923,86.35263926650609,5.955053041186218
29,84.375,81.80387416500207,2.571125834997929
30,69.23076923076923,69.76208153536149,-0.5313123045922623
31,85.71428571428571,80.8438616074499,4.870424106835813
32,75.0,62.971663047882565,12.028336952117435
33,60.0,83.02983203628828,-23.029832036288283
34,100.0,84.0311987939962,15.968801206003803
36,57.14285714285714,70.37996780806257,-13.237110665205435
37,78.94736842105263,79.0891362930676,-0.14176787201496666
38,72.72727272727273,72.69895543005856,0.028317297214172754
39,71.42857142857143,74.29002804532021,-2.8614566167487823
40,75.0,64.17682926829268,10.823170731707322
41,50.0,73.31891133072995,-23.318911330729946
42,66.66666666666666,71.56702380544557,-4.900357138778915
43,71.42857142857143,73.10276633863657,-1.6741949100651397
44,81.25,78.45815020882615,2.7918497911738456
45,63.1578947368421,69.58002155013969,-6.422126813297588
46,66.66666666666666,76.88767985288096,-10.221013186214307
47,70.58823529411765,68.88165183310869,1.706583461008961
