Minute,Minute_Average_FT%,Season_Average_FT%,Difference
0,70.04444444444444,73.04646931000107,-3.002024865556635
1,73.74854481955762,74.65708280080202,-0.9085379812443932
2,74.3656136716727,75.23254472021458,-0.866931048541872
3,77.08014293006636,75.82442883928069,1.2557140907856734
4,75.67164179104478,75.91975658590741,-0.2481147948626301
5,76.00652883569097,76.14203416831707,-0.13550533262609576
6,78.32630945213727,77.22899675645091,1.0973126956863553
7,78.00546448087432,77.4086301305232,0.5968343503511164
8,77.51037344398341,76.79535195319649,0.7150214907869241
9,79.58963282937364,77.82975255418178,1.7598802751918612
10,80.73529411764706,77.99907731858612,2.7362167990609407
11,80.56537102473497,78.50439015720791,2.060980867527064
12,76.65369649805449,77.30386709269708,-0.6501705946425886
13,77.98507462686567,78.56584434290644,-0.580769716040777
14,78.37837837837837,77.67731113516969,0.7010672432086835
15,75.73529411764706,78.32667317847377,-2.5913790608267107
16,77.6824034334764,79.33741982602913,-1.6550163925527386
17,82.35294117647058,78.93289290987013,3.420048266600446
18,71.55963302752293,79.87232701543078,-8.31269398790785
19,72.58064516129032,78.178180403694,-5.59753524240368
20,72.41379310344827,73.50063664975384,-1.0868435463055732
21,84.21052631578947,80.19904755551543,4.011478760274031
22,63.1578947368421,76.37350094346421,-13.215606206622105
23,100.0,78.05432319128515,21.94567680871485
24,83.33333333333334,85.46645403665275,-2.133120703319406
25,53.84615384615385,75.33179571321709,-21.485641867063244
26,76.92307692307693,65.74036313476576,11.182713788311176
27,66.66666666666666,82.57624011651976,-15.909573449853099
28,70.0,78.72401041841468,-8.724010418414679
29,83.33333333333334,71.38662794122429,11.946705392109052
30,70.0,76.16927293485308,-6.169272934853083
31,80.0,72.59920986521843,7.400790134781573
32,0.0,72.46376811594203,-72.46376811594203
33,100.0,76.51776614389006,23.482233856109943
34,83.33333333333334,83.28841998661271,0.04491334672063374
35,100.0,69.23076923076923,30.769230769230774
36,61.53846153846154,74.91550563623113,-13.377044097769591
37,75.0,67.21137974850994,7.788620251490059
38,72.72727272727273,75.12913930695616,-2.4018665796834284
39,45.45454545454545,67.96327335088365,-22.5087278963382
41,100.0,76.34817420554549,23.65182579445451
42,83.33333333333334,74.25438596491229,9.078947368421055
43,66.66666666666666,70.73965021333441,-4.072983546667757
44,87.5,80.00507671557673,7.494923284423265
45,75.0,65.49080369243964,9.509196307560359
46,60.0,76.12044610437549,-16.12044610437549
47,50.0,64.39843982900055,-14.398439829000552
