Minute_FT%,Yearly_FT%,Regression_Predicted
70.20946470131885,73.1829645451455,74.93281152822796
71.75202156334231,73.57528198607218,75.17801438095744
73.45319936541512,74.1071957763562,75.44843141409106
74.18181818181819,74.04140640471229,75.56425172304229
73.59173126614988,74.1253764880449,75.47045226667062
72.59978425026968,74.16319194362627,75.31277364616825
77.22328854766475,74.93212873078781,76.04771993647299
75.50488599348533,75.25975660958112,75.77456487892152
77.29196050775741,75.55706316828402,76.05863594283346
76.12312811980033,75.63085684565603,75.87283985132748
76.54093836246551,75.9780422056372,75.93925442956657
77.96762589928058,77.02221659162403,76.16603884354386
75.22441651705566,76.49756870830454,75.7299818120556
76.6859344894027,75.78523891925711,75.96230282722051
76.89161554192229,77.00301283339364,75.99499762251256
78.15789473684211,77.78446886464353,76.19628373298957
76.94610778443113,76.42251727192743,76.00365963922245
79.16666666666666,77.49902580664019,76.35663682015027
81.60919540229885,77.23926996637002,76.74489804318557
81.15942028985508,77.46730713385584,76.67340237040159
77.14285714285715,76.05376018517626,76.03493466392102
76.11940298507463,77.64642036200952,75.87224770870763
81.35593220338984,75.53355839089757,76.70463965116596
83.09859154929578,78.75273630626084,76.9816505370994
72.88135593220339,75.76969875088182,75.35753191820201
73.33333333333333,75.65310054401921,75.42937766396008
72.72727272727273,77.29176193252034,75.33303905032994
76.31578947368422,75.35235247605709,75.9034650520874
75.47169811320755,78.31876932854755,75.76928937620231
80.76923076923077,76.19281278924974,76.61137834657615
73.91304347826086,75.70428862002241,75.521527642215
79.06976744186046,78.88955098504616,76.34123384413382
77.41935483870968,78.42528676734976,76.07888638166013
66.66666666666666,80.89955936638829,74.36965291402844
64.70588235294117,80.20070233253118,74.05796916404854
80.55555555555556,78.16269163366366,76.57741280971936
40.0,76.46691953490638,70.13075391430186
55.55555555555556,71.38342591616885,72.6034449974757
84.61538461538461,70.62778316463049,77.22275800999826
75.0,77.19438368408868,75.694308851443
81.25,81.52174447774206,76.68780080450391
75.0,68.5303500363337,75.694308851443
66.66666666666666,67.95361937193665,74.36965291402844
60.0,66.5197984839666,73.3099281640968
62.5,73.67677516707037,73.70732494532116
68.18181818181817,68.99447071524366,74.61049944810381
47.82608695652174,68.3387573100058,71.37477862074336
77.41935483870968,78.52766490410391,76.07888638166013
