Minute,Minute_Average_FT%,Season_Average_FT%,Difference
0,69.86624704956726,70.97182908427499,-1.105582034707723
1,72.1311475409836,72.32977071685002,-0.1986231758664161
2,73.257698541329,72.79178486561942,0.46591367570958653
3,73.36473050758765,73.04349904781078,0.3212314597768682
4,73.40482573726541,73.38359654702057,0.02122919024483849
5,74.33774834437085,74.15658038217916,0.18116796219169373
6,74.83241925655089,74.69862968021437,0.13378957633652533
7,74.72451790633609,74.21126421948065,0.5132536868554354
8,74.29398986241854,75.33063967564375,-1.0366498132252104
9,76.2360446570973,75.1018348896693,1.1342097674279898
10,75.40106951871658,76.36584744900708,-0.9647779302904951
11,75.7867132867133,76.17727530971308,-0.39056202299978793
12,72.12806026365348,75.69399691417694,-3.5659366505234544
13,75.68627450980392,76.10568596650799,-0.41941145670406854
14,76.41325536062378,76.07307082162619,0.3401845389975904
15,75.56675062972292,76.31667513195235,-0.7499245022294332
16,77.44807121661721,76.34028339582991,1.1077878207872942
17,73.79310344827587,74.95754969374872,-1.1644462454728455
18,77.33990147783251,77.63392875812151,-0.2940272802890007
19,77.22222222222223,77.5548064153234,-0.3325841931011695
20,75.40983606557377,76.32685649232063,-0.9170204267468591
21,80.0,77.55655994428407,2.443440055715925
22,79.74683544303798,77.08117171148687,2.6656637315511063
23,73.73737373737373,77.51125137694322,-3.7738776395694913
24,71.11111111111111,77.71684318597242,-6.605732074861308
25,82.0,78.6714631093066,3.3285368906933996
26,70.0,77.062012694451,-7.062012694450999
27,85.71428571428571,80.27894015027422,5.4353455640114845
28,82.85714285714286,78.09104529845311,4.766097558689751
29,82.25806451612904,79.41799781944565,2.840066696683394
30,67.21311475409836,78.27643251128006,-11.063317757181707
31,76.59574468085107,80.95724001022631,-4.361495329375245
32,78.46153846153847,77.99925514568403,0.4622833158544353
33,73.33333333333333,75.82477680692679,-2.4914434735934634
34,75.86206896551724,82.32654253025632,-6.46447356473908
35,87.5,78.36471843588954,9.135281564110457
36,86.95652173913044,76.00374433379841,10.952777405332029
37,80.95238095238095,77.16814105492097,3.784239897459983
38,50.0,75.31063018083226,-25.310630180832263
39,88.46153846153845,79.57598274915003,8.885555712388424
40,90.9090909090909,79.12911436850338,11.779976540587526
41,92.3076923076923,71.78077942416215,20.52691288353016
42,70.58823529411765,68.5586273608757,2.029607933241948
43,72.72727272727273,79.71032083065413,-6.9830481033813925
44,91.66666666666666,80.90982824904007,10.756838417626582
45,78.26086956521739,65.69500465700216,12.565864908215232
46,57.89473684210527,67.20411569237402,-9.30937885026875
47,69.23076923076923,75.89328805791757,-6.662518827148347
48,100.0,73.83292383292384,26.16707616707616
51,100.0,82.84023668639054,17.15976331360946
52,25.0,82.40885426309515,-57.40885426309515
