Minute_FT%,Yearly_FT%,Regression_Predicted
70.98360655737706,72.34140748116906,74.58071619899098
71.52439024390243,71.87726148514324,74.64920616338742
73.20261437908496,72.69389980420921,74.86175235169132
72.01946472019465,72.73162084123082,74.7119070807777
73.95377888819488,73.38194419997279,74.95688693464326
72.11920529801324,73.39664049493123,74.72453917156352
73.831123517097,73.439108630322,74.94135269755579
71.58620689655173,73.2259358896761,74.65703520935266
75.83787996882307,74.17681284377215,75.19550732787411
74.79674796747967,74.27540389861922,75.06364851726138
75.32347504621072,74.72329741225705,75.13035821980571
75.36101083032491,76.50370693740363,75.13511210676944
69.45898778359512,74.19734641098401,74.3876240474777
75.12274959083469,73.89016710801869,75.10493644833828
75.74626865671642,74.20228660228973,75.18390480423882
76.38297872340426,75.47965139596067,75.2645437933298
76.6497461928934,73.77780902498715,75.29832975052987
75.60975609756098,73.89672456190063,75.16661556170213
73.86363636363636,75.59276993589134,74.94547043216464
76.07655502392345,76.38020227132753,75.22573539583078
72.52747252747253,74.44853353799756,74.77624599761361
71.22302158273382,72.60647560584385,74.61103798378448
72.79411764705883,74.98272244654291,74.81001645926399
73.38129496402878,75.6174357450885,74.88438215211997
72.0,74.23955287444495,74.70944188438526
80.64516129032258,74.60248849958715,75.80434693372217
86.20689655172413,79.16106577423672,76.50873772717104
72.85714285714285,72.77281539497858,74.81799856838134
72.72727272727273,77.92543919941194,74.8015505859577
74.48979591836735,75.73515748078681,75.02477320456438
79.12087912087912,75.31723051173647,75.61129741296817
72.15189873417721,76.17408742465174,74.72867977775165
72.72727272727273,77.50736687248215,74.8015505859577
79.1044776119403,74.93152471583242,75.60922017064141
67.3076923076923,74.4942077637884,74.1151636271246
75.80645161290323,78.68840737796273,75.19152694342166
84.61538461538461,73.39098965846394,76.30717359243029
77.77777777777779,78.2831531166723,75.44119434687742
79.16666666666666,79.74112811330029,75.61709638113035
87.2340425531915,79.67476459348688,76.6388252183867
84.375,73.86097563131692,76.27672900957882
70.58823529411765,73.86678644484661,74.5306426401564
67.74193548387096,76.02262846234022,74.1701602929208
62.06896551724138,74.14054446876456,73.45168168360296
81.81818181818183,74.90855616355975,75.9529093556132
76.92307692307693,71.77638153267496,75.33294694118332
58.620689655172406,77.38431322540852,73.01495939166466
71.73913043478261,76.98993012012235,74.67640289360384
100.0,84.27350427350427,78.25562689492423
100.0,76.61169415292353,78.25562689492423
100.0,75.85489624721149,78.25562689492423
