Minute,Minute_Average_FT%,Season_Average_FT%,Difference
0,70.46204620462046,72.275994016634,-1.813947812013538
1,70.6268656716418,73.66889040718014,-3.042024735538348
2,72.05642973412914,74.09785406332344,-2.0414243291942995
3,74.7284162378502,74.86095637719788,-0.13254013934768238
4,75.5813953488372,74.68515836723826,0.8962369815989462
5,76.15971814445098,75.29823155306912,0.8614865913818619
6,74.51807228915662,74.94622723924363,-0.42815495008700566
7,77.53721244925575,75.66175769000928,1.875454759246466
8,78.14126394052045,76.1879971980772,1.9532667424432475
9,78.6544850498339,77.12973117955698,1.5247538702769106
10,78.57838364167478,77.46634232092737,1.1120413207474087
11,78.28518173345759,78.1012622522913,0.18391948116628498
12,76.99443413729128,76.51197272873333,0.4824614085579526
13,77.43506493506493,77.48978064737598,-0.05471571231105088
14,75.28868360277137,75.66157672644667,-0.37289312367529703
15,78.73417721518987,76.85201729845741,1.882159916732462
16,76.63817663817663,77.01094677909738,-0.3727701409207498
17,76.53061224489795,77.4402013949591,-0.9095891500611515
18,75.77092511013215,77.01303713892325,-1.242112028791098
19,77.0,75.69141965629055,1.3085803437094512
20,81.98757763975155,79.4634942433493,2.524083396402247
21,84.46601941747572,79.85235078586038,4.61366863161534
22,81.25,77.75784934020868,3.4921506597913208
23,73.52941176470588,76.84440062499306,-3.3149888602871727
24,80.85106382978722,79.90001754463043,0.9510462851567922
25,72.3404255319149,76.93906348241846,-4.598637950503559
26,83.60655737704919,77.28984983763148,6.316707539417706
27,73.07692307692307,76.52252612534384,-3.4456030484207787
28,77.08333333333334,78.91164545172963,-1.8283121183962834
29,79.41176470588235,78.66893455442703,0.7428301514553226
30,75.86206896551724,79.2323307720873,-3.3702618065700563
31,76.05633802816901,79.16727153650098,-3.110933508331968
32,80.3921568627451,80.04608614445272,0.34607071829238123
33,69.11764705882352,79.01156085616101,-9.89391379733749
34,80.95238095238095,79.43330685200512,1.519074100375832
35,81.3953488372093,80.39148031430479,1.0038685229045115
36,69.44444444444444,72.77540869276851,-3.330964248324065
37,76.92307692307693,77.52014782107085,-0.5970708979939161
38,70.83333333333334,80.3245573882128,-9.491224054879453
39,87.09677419354838,81.40359057788744,5.693183615660942
40,71.42857142857143,79.11374623951006,-7.6851748109386335
41,68.42105263157895,76.06249748300824,-7.6414448514292985
42,75.0,71.88232609705989,3.117673902940112
43,73.07692307692307,81.30701575008158,-8.23009267315851
44,83.87096774193549,81.38878133376384,2.4821864081716427
45,86.36363636363636,81.52125920236782,4.842377161268544
46,60.0,82.41559592262499,-22.415595922624988
47,78.94736842105263,79.11362266835287,-0.16625424730024463
52,100.0,85.81560283687944,14.184397163120565
