Minute,Difference
0,-3.622563991035463
1,-2.9756314168093354
2,-3.0968480205633426
3,2.0359484043381997
4,0.8430795682745185
5,-1.1645371073512223
6,0.978456923395143
7,-1.0565219213298604
8,0.18901140670942596
9,-0.23667966398727458
10,-0.9117154478395548
11,0.8493212008193893
12,-2.8285041392010157
13,-0.5158873239605555
14,2.43928267776856
15,-2.006035847465867
16,-2.512867059057271
17,0.2926321180202365
18,-2.6781153631462473
19,-7.388756112765691
20,-1.7483616847810595
21,0.30209838811022394
22,-1.9100741890569708
23,3.1391397025347345
24,2.625017665100131
25,5.2521553077948795
26,-8.089167875659854
27,3.48160736188062
28,3.2982808793045706
29,3.7020265887768744
30,-1.4590168923852787
31,-4.713366419514998
32,-9.028776447004006
33,-4.540812764606386
34,-8.508786035455572
35,-0.2578981882045923
36,-6.560875629858145
37,-5.651998840066064
38,0.44658776346014406
39,7.090095671235218
40,20.514199062586158
41,3.3696823561667344
42,-24.233034076115956
43,-34.535906409336064
44,-10.918379231598195
45,-13.207204746741311
46,-24.718883978259754
47,-3.5276339343346734
52,4.263745142624046
