Minute,Difference
0,-1.432783528843018
1,-1.3027348630982658
2,1.2172335727199481
3,0.8502142201702156
4,1.3079277627076777
5,0.1341035758374005
6,1.4848263040003076
7,-0.5891496769317541
8,-0.040965134378183166
9,-0.34033682273349086
10,-0.6132047972250376
11,3.806715218376752
12,-2.4552091355944015
13,-1.267944884678812
14,-0.24491857054420052
15,1.8449713426024203
16,-2.0770540451662214
17,1.0914762867975298
18,-2.5171656161708853
19,2.9038388975532996
20,-4.155819467764701
21,8.398290169197438
22,-1.560327857616116
23,15.828404285485803
24,19.075814506362846
25,3.509978704741215
26,0.8848175150719584
27,20.86956521739131
28,18.856541405007263
29,-4.742633507601425
30,-21.937465122109124
31,-21.542011950002575
32,-14.943441746744746
33,-21.54150197628458
35,-25.660904044409193
36,-4.509822090437382
37,-30.442046625513377
38,-8.899075471258428
39,0.5246798191583508
40,-6.173356299041373
41,16.026134321955766
42,-15.199546131197835
43,-1.3181099084088288
44,-2.3795329579612883
45,-10.432503276539975
46,34.09604485999188
47,-7.847600967683363
54,25.352112676056336
56,25.352112676056336
