Minute,Difference
0,-2.758206451809187
1,-1.6745602674566555
2,1.1028925530913796
3,0.31609742641376215
4,0.3927200208788406
5,0.29559459198291904
6,0.023425164029717394
7,-0.2683969548209575
8,2.0042482416024825
9,-0.9069345492299306
10,4.211807084758561
11,-3.138786888130653
12,-0.5070348392373347
13,0.37063762400637756
14,0.2458626188270756
15,-3.2348059678214867
16,4.445214320588363
17,-2.4240972610731006
18,8.635060026301474
19,-4.629144099152953
20,-16.19247437350002
21,-7.41220512616988
22,10.050496092289904
23,3.986222745750183
24,19.289225521669337
25,-1.720374028931488
26,1.9883797387774393
27,7.823010783260671
28,3.7400793650793673
29,1.3259855049208369
30,-30.339534534613335
31,-1.2338948666265566
32,-2.1711617967619645
35,21.833339887529988
36,0.8723995781804064
37,-24.68818313484283
38,0.6998901046394934
39,3.074524042265992
40,-13.898585809198224
41,-10.0
42,17.28841520267561
43,9.30298888371749
44,-45.09089399598017
45,-5.692382990008284
46,-13.75612786447931
47,-1.3682927622481174
