Minute,Difference
0,-3.4956776320665455
1,-1.9872512642267708
2,-2.0553058641003616
3,0.8045476391194057
4,0.002259837727550007
5,0.9381820314393963
6,0.18154884577036512
7,2.2639131567215856
8,0.04513820912076483
9,-0.043978744343988296
10,0.1426395118818533
11,2.617874012954232
12,6.594283512580731
13,0.2834207889049907
14,3.4265725727168785
15,-1.9967302378046412
16,2.833625055488497
17,2.9742425836915345
18,-1.0902639025820093
19,4.446368401384234
20,5.5269685177036365
21,-5.8448777980302395
22,-9.347525937901437
23,3.1786363398790343
24,11.228232503712732
25,-5.143530661216417
26,3.540434631067086
27,-11.897942641257458
28,5.002188630801555
29,-18.62267919842619
30,24.877695358381402
31,-22.85763218252052
32,4.931488264821596
33,32.62544802867383
34,-10.36036036036036
35,9.319805862756155
36,-10.964912280701768
37,-13.036037842024754
38,31.907536592732285
39,0.6078382578613031
40,12.145902276478338
41,-19.680339985218026
42,-34.04255319148936
43,1.9047619047618838
44,13.880925900772056
45,6.747561911774923
46,-15.89655037440906
47,10.718412961081071
