Minute,Difference
0,-2.791761155958241
1,-1.0531343963285025
2,0.32039340974344555
3,-0.46073844906608485
4,-0.782593959708592
5,1.6369537937892034
6,0.9235741274306548
7,-0.5051184372279778
8,2.5214386766124193
9,0.3000971607330314
10,1.3132435979493522
11,0.8728819569788158
12,0.23257007268141194
13,-2.3009816822929565
14,-1.1227918887072832
15,-4.437583202431952
16,3.261168040481664
17,-4.864322093592861
18,-3.146462967543428
19,-5.138644408301687
20,2.8035649705240786
21,3.2442504991826695
22,6.325739502021946
23,2.68418584150119
24,-17.022335115064067
25,-3.6083372017305635
26,-4.978201887230597
27,5.58663087799485
28,5.211502012027054
29,0.4675232035941548
30,-7.631294551309537
31,-3.7134115828803402
32,6.173131260904711
33,10.303965494797822
34,3.785946287458799
35,5.161290552858986
36,-10.363710630637655
37,-6.548847852584402
38,11.353857906448283
39,-9.615355674168157
40,-9.561626572081266
41,15.223560345676617
42,-3.0675141404701805
43,1.0998901113718347
44,-2.4908080280394103
45,8.854936641715824
46,-6.799880719455075
47,5.3847436484446405
49,14.968152866242036
50,18.344519015659955
52,17.339590185120812
