Minute,Difference
0,-1.9966333236785658
1,-1.890943036405048
2,1.2674359161342466
3,-1.931490281223887
4,-0.13255478415827326
5,-0.7108146460813032
6,1.6168345286107808
7,0.9768553129508888
8,0.9420150909596003
9,1.7792040463371137
10,-1.4852511956722054
11,-0.6599683162820185
12,-0.9580206775189453
13,-0.19151763503491281
14,0.4042716216010547
15,-4.05847305854121
16,-1.459937333462591
17,-0.6134908202425322
18,0.27376974999010883
19,2.211381359163397
20,-9.349697453156239
21,1.0215610124876804
22,-7.186849817107458
23,-3.6395312772853003
24,-0.2288141384887581
25,-2.4092331883475566
26,0.7512637100077626
27,-3.178117344569685
28,-7.015525207211468
29,3.789555145631553
30,-0.2527155969164312
31,5.509522327388126
32,4.062896860828431
33,-7.51973675550137
34,0.1576913544306393
35,11.39577359241352
36,-13.720409133876323
37,-10.291840299119642
38,-25.610843065713567
39,2.807740945176832
40,1.108285727716094
41,9.990097391672194
42,-23.454385180369997
43,20.179508117892794
44,-3.325169866823245
45,2.344045999185198
46,-11.120462116493698
47,6.2625739289340885
50,19.213973799126634
52,-82.58426966292134
