Minute,Difference
0,-3.9778209102687896
1,-2.1954517641261333
2,0.9138876957290734
3,-0.018369040018029636
4,-0.6178944069097838
5,0.1981238185325367
6,1.0130267891685634
7,0.9487340414827656
8,1.3688548542858996
9,0.6784966654992104
10,-0.4094180908388836
11,-2.5701717299951383
12,1.0311942695361722
13,1.7326827275306158
14,-1.264688169314482
15,2.97019892750734
16,-3.1758739833231147
17,-0.1811357765861743
18,-4.73995513596887
19,-1.6289697260202303
20,7.721509445173638
21,13.123180408667508
22,2.146708062217627
23,15.197376247078836
24,-40.77965893251576
25,4.891343258176008
26,-18.35918331943099
27,-2.7065301987256873
28,-4.354406799394582
29,-30.540070632980175
30,5.327848436497433
31,5.244079153170063
32,3.0282862976134197
33,9.028940101185924
34,-40.95354523227384
35,-47.10562127080498
36,-17.960929626345973
38,-24.609334039152074
39,-29.77757240334575
40,35.534518586931426
41,-19.405678608127047
42,4.245320589406603
43,13.06017925736235
44,-2.335242832519043
45,20.921404725458572
46,-4.767733435335117
47,-5.2867256672089695
