Minute,Difference
0,-3.2167418373447845
1,0.01342871802165746
2,0.8273836750547758
3,0.29328055248709006
4,-1.3470970217602485
5,-0.32177652445332683
6,-1.2077423695395026
7,0.4668957451075215
8,-1.0950707679429712
9,1.8668748941396132
10,2.0594426982292617
11,0.3757049535010708
12,2.187273692101911
13,-0.3426517403548388
14,1.3784888388853034
15,1.9063798041993039
16,0.0955708551470309
17,1.0469574985618237
18,9.742530257909692
19,-1.726568720751061
20,-2.4297854549482025
21,-0.2786420170442483
22,-1.9205343699795066
23,1.792121433664434
24,3.933362775389142
25,1.9765936978182879
26,1.8544677256372353
27,11.900296648676346
28,4.210134450990481
29,5.461013187523804
30,0.7538247688888475
31,4.333803307665221
32,-2.0719704156266516
33,-0.2856342876720248
34,-3.7217660769562713
35,-4.7124072687643235
36,-3.015562363510668
37,-6.578468509493419
38,-0.9748657407738932
39,5.343050980705968
40,5.114653971111906
41,10.775358759596983
42,2.7168433246237242
43,19.11507737319596
44,7.336380002049793
45,6.60803906582791
46,3.5832378316380584
47,-1.1381786107106109
50,-82.84883720930233
52,3.555723785357472
56,-26.494023904382473
